time,p_z0,p_z025,p_z050,p_z075,p_z100,uz_top
202.5,5.6266894169065,5.1977418764444,3.9786702423253,2.1529751789373,-1.0007181605337e-15,-0.0089677640959366
205,5.2657230835438,4.8642936108857,3.7234285002245,2.0148563849936,-9.3651956374663e-16,-0.0089698321105772
207.5,4.9279136518927,4.5522368935065,3.4845611603548,1.8855982604261,-8.7643946903744e-16,-0.008971767456857
210,4.6117755482484,4.2601994024886,3.261017763477,1.7646323709245,-8.2021366410886e-16,-0.0089735786457861
212.5,4.3159185021977,3.9868968539102,3.0518152399527,1.6514267486726,-7.6759488653622e-16,-0.0089752736423723
215,4.0390414326807,3.7311273539034,2.8560335865417,1.5454835529277,-7.183517364033e-16,-0.0089768599006476
217.5,3.7799267262808,3.4917661131337,2.6728118205419,1.4463368806957,-6.722676586905e-16,-0.0089783443964493
220,3.5374348825588,3.2677605003442,2.5013441934636,1.3535507178295,-6.2913999092383e-16,-0.008979733658097
222.5,3.310499502901,3.0581254132269,2.3408766476155,1.2667170215961,-5.8877907194233e-16,-0.0089810337951022
225,3.0981226008417,2.8619389462599,2.1907035000025,1.185453926225,-5.5100740782149e-16,-0.0089822505250357
227.5,2.8993702132965,2.6783383365156,2.0501643389921,1.1094040636082,-5.1565889132658e-16,-0.0089833891986717
230,2.7133682932638,2.5065161694792,1.9186411200238,1.0382329917059,-4.8257807141943e-16,-0.0089844548235189
232.5,2.5392988660515,2.3457168283051,1.7955554476438,0.97162772377027,-4.5161946963729e-16,-0.0089854520858414
235,2.376396432124,2.1952331708892,1.6803660319422,0.90929535195362,-4.2264694033373e-16,-0.0089863853712678
237.5,2.2239446006503,2.0544034200574,1.5725663081026,0.85096175917316,-3.955330719353e-16,-0.0089872587840776
240,2.0812729391109,1.9226082533404,1.4716822087456,0.79637041366431,-3.7015862665803e-16,-0.0089880761652503
242.5,1.947754024905,1.799268079351,1.3772700790944,0.7452812408125,-3.4641201611852e-16,-0.0089888411093569
245,1.8228006861692,1.6838404889462,1.2889147259414,0.69746956739441,-3.2418881059996e-16,-0.0089895569803676
247.5,1.7058634196204,1.575817869921,1.2062275917914,0.65272513355073,-3.0339127983042e-16,-0.0089902269264454
250,1.5964279739901,1.4747251746655,1.1288450460842,0.61085116811946,-2.8392796317478e-16,-0.0089908538937907
252.5,1.4940130885111,1.38011783106,1.0564267860677,0.57166352329888,-2.657132674254e-16,-0.0089914406395978
255,1.3981683765333,1.2915797874312,0.98865434028783,0.53498986484037,-2.4866709039885e-16,-0.0089919897441798
257.5,1.3084723448269,1.2087216828499,0.92522966802242,0.50066891417153,-2.3271446867065e-16,-0.0089925036223164
260,1.2245305400471,1.1311791349037,0.86587384863696,0.46854973915037,-2.1778524790657e-16,-0.008992984533873
262.5,1.1459738139917,1.0586111371981,0.81032585493589,0.43849109030665,-2.0381377435117e-16,-0.0089934345937389
265,1.0724567002649,0.99069855977688,0.75834140528623,0.41036077968259,-1.9073860609955e-16,-0.0089938557811281
267.5,1.0036558950086,0.92714274567065,0.70969188933754,0.384035099512,-1.7850224290731e-16,-0.0089942499482827
270,0.93926883514169,0.86766419752706,0.66416336268555,0.35939827820074,-1.670508733127e-16,-0.0089946188286191
272.5,0.87901236772606,0.81200134841529,0.62155560596626,0.33634197117937,-1.5633413798872e-16,-0.0089949640443506
275,0.82262150484852,0.7599094116282,0.5816812444285,0.31476478447178,-1.4630490829527e-16,-0.0089952871136212
277.5,0.76984825821254,0.71115930411876,0.544364923867,0.29457182877357,-1.3691907901172e-16,-0.0089955894571823
280,0.72046054860135,0.66553663910044,0.50944253949317,0.27567430217127,-1.28135374376e-16,-0.0089958724046406
282.5,0.67424118526206,0.62284078323758,0.47676051425404,0.25798909961617,-1.1991516657112e-16,-0.008996137200305
285,0.6309869107839,0.58288397433414,0.44617512345541,0.24143844745928,-1.1222230585288e-16,-0.0089963850086589
287.5,0.59050750722347,0.54549049560607,0.41755186269937,0.22594956142583,-1.0502296157306e-16,-0.0089966169194812
290,0.55262495961408,0.51049590295895,0.39076485639579,0.21145432654119,-9.828547340503e-17,-0.0089968339526387
292.5,0.51717267309561,0.47774630179981,0.36569630419038,0.19788899757957,-9.1980212120484e-17,-0.0089970370625711
295,0.48399474026482,0.44709767023834,0.34223596289961,0.18519391871761,-8.6079449264003e-17,-0.0089972271424885
297.5,0.4529452555996,0.41841522577985,0.32028066174109,0.17331326122076,-8.0557235244185e-17,-0.0089974050282993
300,0.42388767377523,0.3915728325555,0.29973384858722,0.16219477790173,-7.5389285197711e-17,-0.0089975715022862
302.5,0.39669420919409,0.36645244663339,0.28050516537852,0.15178957336053,-7.0552872197034e-17,-0.0089977272965464
305,0.37124527403419,0.34294359690093,0.26251005075268,0.14205188896537,-6.6026727301945e-17,-0.0089978730962115
307.5,0.34742895231601,0.32094289923246,0.24566936816371,0.13293890161005,-6.179094602846e-17,-0.0089980095424599
310,0.32514050776992,0.30035360186864,0.22990905788283,0.12441053540192,-5.7826900818735e-17,-0.008998137235337
312.5,0.30428192322171,0.28108515992038,0.21515981130223,0.11642928542036,-5.411715911927e-17,-0.0089982567363936
315,0.2847614695371,0.26305283717345,0.20135676612997,0.10896005277827,-5.0645406717024e-17,-0.0089983685711556
317.5,0.26649330225982,0.24617733347559,0.18843922116899,0.10196999027413,-4.7396375999208e-17,-0.0089984732314353
320,0.24939708402353,0.23038443593422,0.17635036932122,0.095428357923266,-4.4355778801724e-17,-0.0089985711774938
322.5,0.23339763136126,0.21560469265389,0.16503704784875,0.089306387808221,-4.1510243594753e-17,-0.0089986628400653
325,0.21842458398331,0.2017731072204,0.15444950451183,0.083577157533518,-3.8847256656293e-17,-0.0089987486222514
327.5,0.20441209540171,0.18882885291816,0.14454117881528,0.078215471845987,-3.6355107051049e-17,-0.0089988289012937
330,0.19129854334631,0.17671500521521,0.13526849723092,0.073197751834381,-3.4022835138769e-17,-0.0089989040302327
332.5,0.17902625876278,0.16537829142656,0.12659068158274,0.06850193123214,-3.184018435793e-17,-0.0089989743394606
335,0.16754127223231,0.15476885646102,0.1184695697244,0.064107359379518,-2.9797556136813e-17,-0.0089990401381739
337.5,0.15679307657725,0.14484004352771,0.11086944769057,0.059994710404184,-2.7885967671895e-17,-0.0089991017157337
340,0.14673440480918,0.13554818901128,0.10375689267393,0.056145898243404,-2.6097012432178e-17,-0.0089991593429376
342.5,0.13732102224249,0.12685243043288,0.097100626026834,0.052543997105226,-2.4422823192362e-17,-0.0089992132732108
345,0.12851153192761,0.11871452671617,0.090871375687006,0.04917316701675,-2.2856037415958e-17,-0.0089992637437208
347.5,0.12026719266799,0.11109869007794,0.085041747489896,0.04601858419171,-2.1389764904207e-17,-0.0089993109764201
350,0.11255174858152,0.10397142858323,0.079586104656269,0.043066375818315,-2.0017557476533e-17,-0.0089993551790226
352.5,0.10533126973008,0.097301398923729,0.074480455096667,0.04030355907234,-1.873338062334e-17,-0.0089993965459164
355,0.098574002813618,0.091059268495208,0.069702345838385,0.037717983990259,-1.7531586952402e-17,-0.0089994352590196
357.5,0.092250231636866,0.08521758649958,0.065230764356682,0.035298280080611,-1.6406891383224e-17,-0.0089994714885794
360,0.086332146348294,0.079750663153591,0.061046046117078,0.03303380628652,-1.5354347874298e-17,-0.0089995053939215
362.5,0.080793721174437,0.074634456744588,0.057129788119944,0.030914604204234,-1.4369327688933e-17,-0.0089995371241503
365,0.075610599963061,0.069846467898207,0.053464767963231,0.028931354287413,-1.3447499036245e-17,-0.0089995668188048
367.5,0.070759989060765,0.065365640622114,0.050034868101817,0.027075334858771,-1.2584808018745e-17,-0.0089995946084723
370,0.066220557092577,0.061172269727028,0.046825004973755,0.0253383837613,-1.1777460806723e-17,-0.0089996206153624
372.5,0.061972341152153,0.057247914167757,0.043821062674678,0.02371286246592,-1.1021906960753e-17,-0.0089996449538448
375,0.057996658985971,0.053575315921835,0.041009830854749,0.02219162246323,-1.0314823795935e-17,-0.0089996677309522
377.5,0.054276026875164,0.050138324132245,0.038378946659519,0.020767973850331,-9.6531018067525e-18,-0.0089996890468505
380,0.050794082700362,0.046921824036452,0.035916840321388,0.019435655886908,-9.0338309512165e-18,-0.0089997089952802
382.5,0.047535514043612,0.043911670550025,0.033612684327573,0.018188809488084,-8.4542878858486e-18,-0.0089997276639678
385,0.044485990789819,0.041094626006775,0.031456345755799,0.017021951433706,-7.9119239711488e-18,-0.0089997451350119
387.5,0.041632102160714,0.038458301990948,0.029438341753169,0.015929950270226,-7.4043540706199e-18,-0.0089997614852444
390,0.038961297684099,0.035991104809491,0.027549797796168,0.014908003736549,-6.9293460610929e-18,-0.0089997767865682
392.5,0.036461832064535,0.033682184561982,0.025782408707258,0.013951617656618,-6.4848110163084e-18,-0.0089997911062734
395,0.034122713478631,0.031521387381451,0.024128402092936,0.013056586158104,-6.0687940177551e-18,-0.0089998045073334
397.5,0.03193365524599,0.029499210786526,0.022580504172209,0.012218973186605,-5.6794655541848e-18,-0.0089998170486816
400,0.029885030631717,0.027606761931237,0.021131907815792,0.01143509520479,-5.3151135008605e-18,-0.0089998287854706
402.5,0.027967830455165,0.025835718444381,0.019776242569942,0.010701504973965,-4.974135548551e-18,-0.008999839769315
405,0.026173623522573,0.024178291880364,0.018507546681053,0.010014976412067,-4.6550321954087e-18,-0.008999850048518
407.5,0.024494519488992,0.02262719340948,0.017320240832669,0.0093724903882709,-4.3564001243205e-18,-0.0089998596682842
410,0.022923134214556,0.021175601818065,0.016209103649614,0.0087712214651576,-4.0769260601228e-18,-0.0089998686709181
412.5,0.021452557271412,0.019817133490934,0.015169248720325,0.0082085254587343,-3.815380955799e-18,-0.0089998770960103
415,0.020076321553871,0.018545814338412,0.014196103111788,0.0076819278242688,-3.5706146358168e-18,-0.0089998849806116
417.5,0.018788374833856,0.017356053520703,0.013285387252575,0.0071891127574053,-3.3415506885157e-18,-0.0089998923593958
420,0.017583053147812,0.016242618863595,0.012433096114546,0.0067279130213625,-3.1271817752309e-18,-0.0089998992648123
422.5,0.016455055894102,0.015200613853259,0.011635481607568,0.0062963004145732,-2.9265651698183e-18,-0.0089999057272289
425,0.015399422511729,0.014225456095402,0.010889036083913,0.0058923768453717,-2.7388186249242e-18,-0.0089999117750652
427.5,0.014411510677389,0.013312857170707,0.010190476927918,0.0055143659950046,-2.5631164949779e-18,-0.0089999174349176
430,0.01348697587635,0.012458803766446,0.0095367321003229,0.0051606054906314,-2.3986860993663e-18,-0.0089999227316761
432.5,0.012621752325897,0.011659540052584,0.0089249266606306,0.0048295396215986,-2.2448043305323e-18,-0.0089999276886341
435,0.011812035042837,0.010911551116013,0.0083523700773312,0.0045197124581623,-2.1007944639824e-18,-0.0089999323275908
437.5,0.011054263167622,0.010211547558734,0.0078165444468175,0.0042297614914919,-1.9660231947528e-18,-0.0089999366689468
440,0.010345104269881,0.0095564509955119,0.0073150933812977,0.0039584116099147,-1.8398978418525e-18,-0.0089999407317938
442.5,0.0096814397140396,0.008943380538254,0.0068458116733425,0.0037044695125971,-1.7218637505307e-18,-0.0089999445339988
445,0.0090603509163883,0.0083696400998555,0.0064066355727577,0.0034668184415021,-1.611401843864e-18,-0.0089999480922828
447.5,0.0084791065268055,0.0078327065534063,0.0059956337236325,0.003244413284489,-1.5080263472499e-18,-0.0089999514222939
450,0.0079351504340192,0.0073302186508441,0.0056109986818419,0.0030362759809776,-1.4112826491996e-18,-0.0089999545386764
452.5,0.0074260904960191,0.0068599666142381,0.0052510389472254,0.0028414912091811,-1.3207453034707e-18,-0.0089999574551351
455,0.0074260904960191,0.0068599666142381,0.0052510389472254,0.0028414912091811,-1.3207453034707e-18,-0.0089999574551351
457.5,0.0074260904960191,0.0068599666142381,0.0052510389472254,0.0028414912091811,-1.3207453034707e-18,-0.0089999574551351
460,0.0074260904960191,0.0068599666142381,0.0052510389472254,0.0028414912091811,-1.3207453034707e-18,-0.0089999574551351
462.5,0.0074260904960191,0.0068599666142381,0.0052510389472254,0.0028414912091811,-1.3207453034707e-18,-0.0089999574551351
465,0.0074260904960191,0.0068599666142381,0.0052510389472254,0.0028414912091811,-1.3207453034707e-18,-0.0089999574551351
467.5,0.0074260904960191,0.0068599666142381,0.0052510389472254,0.0028414912091811,-1.3207453034707e-18,-0.0089999574551351
470,0.0074260904960191,0.0068599666142381,0.0052510389472254,0.0028414912091811,-1.3207453034707e-18,-0.0089999574551351
472.5,0.0074260904960191,0.0068599666142381,0.0052510389472254,0.0028414912091811,-1.3207453034707e-18,-0.0089999574551351
475,0.0074260904960191,0.0068599666142381,0.0052510389472254,0.0028414912091811,-1.3207453034707e-18,-0.0089999574551351
477.5,0.0074260904960191,0.0068599666142381,0.0052510389472254,0.0028414912091811,-1.3207453034707e-18,-0.0089999574551351
480,0.0074260904960191,0.0068599666142381,0.0052510389472254,0.0028414912091811,-1.3207453034707e-18,-0.0089999574551351
482.5,0.0074260904960191,0.0068599666142381,0.0052510389472254,0.0028414912091811,-1.3207453034707e-18,-0.0089999574551351
485,0.0074260904960191,0.0068599666142381,0.0052510389472254,0.0028414912091811,-1.3207453034707e-18,-0.0089999574551351
487.5,0.0074260904960191,0.0068599666142381,0.0052510389472254,0.0028414912091811,-1.3207453034707e-18,-0.0089999574551351
490,0.0074260904960191,0.0068599666142381,0.0052510389472254,0.0028414912091811,-1.3207453034707e-18,-0.0089999574551351
492.5,0.0074260904960191,0.0068599666142381,0.0052510389472254,0.0028414912091811,-1.3207453034707e-18,-0.0089999574551351
495,0.0074260904960191,0.0068599666142381,0.0052510389472254,0.0028414912091811,-1.3207453034707e-18,-0.0089999574551351
497.5,0.0074260904960191,0.0068599666142381,0.0052510389472254,0.0028414912091811,-1.3207453034707e-18,-0.0089999574551351
500,0.0074260904960191,0.0068599666142381,0.0052510389472254,0.0028414912091811,-1.3207453034707e-18,-0.0089999574551351
