sample,rank_within_sample,case,series,model_family,rank_within_sample_model_family,mesh,selection_status,run_status,comparable_for_ranking,stages_reached,total_stages,run_end_s,q_nrmse_pct,sigma_n_nrmse_pct,tau_nrmse_pct,dn_nrmse_pct,ds_nrmse_pct,mean_nrmse_pct,accuracy_pct_100_minus_mean_nrmse,source_csv,notes
SWS3,,96_05_sw3_biot0p2_fpc1p0,96,BBFast,,mesh5,sensitivity_probe,partial,false,5,11,2510.213260,,,,,,,,Examples/YeGhasemmi2018/SWS3/results_csv_hpc_rorqual/96_05_sw3_biot0p2_fpc1p0_hpc.csv,partial run; error and accuracy omitted; excluded from ranking
SWS4,1,90_08_sw4_bbfast_theta30_jrc5_kernel_SV_biot0p6,90,BBFast,1,mesh5,historical_calibration,complete,true,11,11,3500.000000,5.005293,3.872330,10.102854,4.633216,7.082241,6.139187,93.860813,Examples/YeGhasemmi2018/SWS4/results_csv_hpc_rorqual/90_08_sw4_bbfast_theta30_jrc5_kernel_SV_biot0p6_hpc.csv,
SWS4,1,93_07_sw4_final_theta30_jrc5_ppfix,93,BBFast,1,mesh5,authoritative_validation,complete,true,11,11,3500.000000,5.005293,3.872330,10.102854,4.633216,7.082241,6.139187,93.860813,Examples/YeGhasemmi2018/SWS4/results_csv_hpc_rorqual/93_07_sw4_final_theta30_jrc5_ppfix_hpc.csv,
SWS4,3,90_07_sw4_bbfast_theta30_jrc9_kernel_SV_biot0p6,90,BBFast,3,mesh5,historical_calibration,complete,true,11,11,3500.000000,5.268889,4.105325,10.692898,4.394094,6.343771,6.160995,93.839005,Examples/YeGhasemmi2018/SWS4/results_csv_hpc_rorqual/90_07_sw4_bbfast_theta30_jrc9_kernel_SV_biot0p6_hpc.csv,
SWS4,4,99_07_sw4_weakexp1p05_ppfix,99,BBFast,4,mesh5,targeted_calibration_probe,complete,true,11,11,3500.000000,4.948276,3.693158,9.597886,5.312168,7.671438,6.244586,93.755414,Examples/YeGhasemmi2018/SWS4/results_csv_hpc_rorqual/99_07_sw4_weakexp1p05_ppfix_hpc.csv,weakening exponent 1.10->1.05; stress improves but displacement degrades and the mean worsens by 0.105 points
SWS4,5,99_08_sw4_eta3p0e12_ppfix,99,BBFast,5,mesh5,targeted_calibration_probe,complete,true,11,11,3500.000000,4.808110,3.668225,9.542258,5.590007,8.148064,6.351333,93.648667,Examples/YeGhasemmi2018/SWS4/results_csv_hpc_rorqual/99_08_sw4_eta3p0e12_ppfix_hpc.csv,tangential viscosity 3.5e12->3.0e12 Pa.s/m; stress improves but displacement degrades and the mean worsens by 0.212 points
SWS4,6,92_06_sw4_final_theta30_jrc5_mesh3,92,BBFast,6,mesh3,mesh_sensitivity,complete,true,11,11,3500.000000,4.874724,3.864229,10.118169,4.803495,8.174216,6.366967,93.633033,Examples/YeGhasemmi2018/SWS4/results_csv_hpc_rorqual/92_06_sw4_final_theta30_jrc5_mesh3_hpc.csv,
SWS4,6,93_08_sw4_final_theta30_jrc5_ppfix_mesh3,93,BBFast,6,mesh3,mesh_sensitivity,complete,true,11,11,3500.000000,4.874724,3.864229,10.118169,4.803495,8.174216,6.366967,93.633033,Examples/YeGhasemmi2018/SWS4/results_csv_hpc_rorqual/93_08_sw4_final_theta30_jrc5_ppfix_mesh3_hpc.csv,
SWS4,8,95_13_sw4_rsf_aeq_b0,95,Rate-and-state BB,1,mesh5,sensitivity_probe,complete,true,11,11,3500.000000,4.494601,3.630108,9.344479,9.307305,11.687457,7.692790,92.307210,Examples/YeGhasemmi2018/SWS4/results_csv_local/95_13_sw4_rsf_aeq_b0.csv,
SWS4,9,95_14_sw4_rsf_a010_b005,95,Rate-and-state BB,2,mesh5,sensitivity_probe,complete,true,11,11,3500.000000,4.385915,3.634854,9.343378,10.105302,12.648870,8.023664,91.976336,Examples/YeGhasemmi2018/SWS4/results_csv_local/95_14_sw4_rsf_a010_b005.csv,
SWS4,10,89_06_sw4_bbfast_theta30_kernel_SV_biot0p6,89,BBFast,8,mesh5,historical_calibration,complete,true,11,11,3500.000000,13.407863,4.467424,12.183320,4.763885,5.607268,8.085952,91.914048,Examples/YeGhasemmi2018/SWS4/results_csv_hpc_rorqual/89_06_sw4_bbfast_theta30_kernel_SV_biot0p6_hpc.csv,
SWS4,11,94_08_sw4_mc_final_mesh3,94,Mohr-Coulomb,1,mesh3,matched_constitutive_baseline,complete,true,11,11,3500.000000,6.196720,4.322251,11.215401,16.156006,6.292513,8.836578,91.163422,Examples/YeGhasemmi2018/SWS4/results_csv_hpc_rorqual/94_08_sw4_mc_final_mesh3_hpc.csv,previously partial result now complete in the 2026-08-19 delivered result set
SWS4,12,102_04_sw4_mc_theta30_jrc5_ppfix,102,Mohr-Coulomb,2,mesh5,best_case_constitutive_baseline,complete,true,11,11,3500.000000,6.307746,4.406739,11.407534,16.542808,6.178023,8.968570,91.031430,Examples/YeGhasemmi2018/SWS4/results_csv_hpc_rorqual/102_04_sw4_mc_theta30_jrc5_ppfix_hpc.csv,"MC on the 93_07 calibration; 0.004 points from 94_07, i.e. the same run to within the reproducibility floor"
SWS4,13,94_07_sw4_mc_final,94,Mohr-Coulomb,3,mesh5,matched_constitutive_baseline,complete,true,11,11,3500.000000,6.315560,4.405910,11.411055,16.547428,6.182948,8.972580,91.027420,Examples/YeGhasemmi2018/SWS4/results_csv_hpc_rorqual/94_07_sw4_mc_final_hpc.csv,
SWS4,14,96_06_sw4_biot0p2,96,BBFast,9,mesh5,sensitivity_probe,complete,true,11,11,3500.000000,5.954813,5.665129,14.717784,10.303641,11.379772,9.604228,90.395772,Examples/YeGhasemmi2018/SWS4/results_csv_hpc_rorqual/96_06_sw4_biot0p2_hpc.csv,
SWS4,15,89_01_sw4_bbfast_theta30_paperjrc_kernel_SV_biot0p6,89,BBFast,10,mesh5,historical_calibration,complete,true,11,11,3500.000000,11.088220,2.576253,6.212018,13.890719,17.294353,10.212312,89.787688,Examples/YeGhasemmi2018/SWS4/results_csv_hpc_rorqual/89_01_sw4_bbfast_theta30_paperjrc_kernel_SV_biot0p6_hpc.csv,
SWS4,16,91_08_sw4_bbfast_theta30_jrc5_dc4e5_kernel_SV_biot0p6,91,BBFast,11,mesh5,historical_calibration,complete,true,11,11,3500.000000,4.994458,5.752463,14.874798,22.266567,29.610204,15.499698,84.500302,Examples/YeGhasemmi2018/SWS4/results_csv_hpc_rorqual/91_08_sw4_bbfast_theta30_jrc5_dc4e5_kernel_SV_biot0p6_hpc.csv,
SWS4,17,91_07_sw4_bbfast_theta30_jrc5_dc1p2e4_kernel_SV_biot0p6,91,BBFast,12,mesh5,historical_calibration,complete,true,11,11,3500.000000,9.419503,11.153016,28.909429,20.553312,24.268421,18.860736,81.139264,Examples/YeGhasemmi2018/SWS4/results_csv_hpc_rorqual/91_07_sw4_bbfast_theta30_jrc5_dc1p2e4_kernel_SV_biot0p6_hpc.csv,
SWS4,,68_02_sw4_bbfast_tail6p75_eta3p25_m0_kernel_SV,68,BBFast,,mesh5,historical_calibration,partial,false,0,11,75.000000,,,,,,,,Examples/YeGhasemmi2018/SWS4/results_csv/68_02_sw4_bbfast_tail6p75_eta3p25_m0_kernel_SV.csv,partial run; error and accuracy omitted; excluded from ranking
SWS4,,68_03_sw4_bbfast_tail6p50_eta3p25_m0,68,BBFast,,mesh5,historical_calibration,partial,false,2,11,717.316353,,,,,,,,Examples/YeGhasemmi2018/SWS4/results_csv/68_03_sw4_bbfast_tail6p50_eta3p25_m0.csv,partial run; error and accuracy omitted; excluded from ranking
SWS4,,95_16_sw4_rsf_a010_b015,95,Rate-and-state BB,,mesh5,sensitivity_probe,partial,false,5,11,1554.859285,,,,,,,,Examples/YeGhasemmi2018/SWS4/results_csv_local/95_16_sw4_rsf_a010_b015.csv,partial run; error and accuracy omitted; excluded from ranking
SWS4,,96_07_sw4_fpc1p0,96,BBFast,,mesh5,sensitivity_probe,partial,false,5,11,1668.494440,,,,,,,,Examples/YeGhasemmi2018/SWS4/results_csv_hpc_rorqual/96_07_sw4_fpc1p0_hpc.csv,partial run; error and accuracy omitted; excluded from ranking
SWS4,,96_08_sw4_biot0p2_fpc1p0,96,BBFast,,mesh5,sensitivity_probe,partial,false,5,11,1673.376124,,,,,,,,Examples/YeGhasemmi2018/SWS4/results_csv_hpc_rorqual/96_08_sw4_biot0p2_fpc1p0_hpc.csv,partial run; error and accuracy omitted; excluded from ranking
SWT1,1,100_01_swt1_vm55um_ppfix,100,BBFast,1,mesh5,targeted_calibration_probe,complete,true,11,11,3500.000000,4.510711,1.439992,1.978421,4.583625,0.930413,2.688632,97.311368,Examples/YeGhasemmi2018/SWT1/results_csv_hpc_rorqual/100_01_swt1_vm55um_ppfix_hpc.csv,maximum closure 50->55 um; new nominal SWT1 minimum and a resolved improvement over 99_01
SWT1,2,100_02_swt1_vm50um_apscale0p0155_ppfix,100,BBFast,2,mesh5,targeted_calibration_probe,complete,true,11,11,3500.000000,4.029055,1.690447,2.323676,7.292947,0.957575,3.258740,96.741260,Examples/YeGhasemmi2018/SWT1/results_csv_hpc_rorqual/100_02_swt1_vm50um_apscale0p0155_ppfix_hpc.csv,combines maximum closure 50 um with aperture scale 0.0155; improves on 99_01 but is weaker than 100_01
SWT1,3,99_01_swt1_vm50um_ppfix,99,BBFast,3,mesh5,targeted_calibration_probe,complete,true,11,11,3500.000000,6.154969,1.685639,2.317053,7.280400,0.956031,3.678819,96.321181,Examples/YeGhasemmi2018/SWT1/results_csv_hpc_rorqual/99_01_swt1_vm50um_ppfix_hpc.csv,maximum closure 45.91->50.00 um with initial-seating offset recomputed; improves all five metrics and is the best SWT1 case
SWT1,4,99_02_swt1_apscale0p0155_ppfix,99,BBFast,4,mesh5,targeted_calibration_probe,complete,true,11,11,3500.000000,5.299035,1.988324,2.736433,9.068569,1.024140,4.023300,95.976700,Examples/YeGhasemmi2018/SWT1/results_csv_hpc_rorqual/99_02_swt1_apscale0p0155_ppfix_hpc.csv,aperture scale 0.0160->0.0155; flow-only gain with mechanics effectively unchanged
