sample,input_deck,result_file_count,result_files,analysis_status,analysis_artifact
SWT2,Examples/YeGhasemmi2018/SWT2/104_04_swt2_shutin_slowtau.i,1,Examples/YeGhasemmi2018/SWT2/results_csv_hpc_rorqual/104_04_swt2_shutin_slowtau_hpc.csv,discussion_104_complete,DISCUSSION_104_METRICS.csv
SWT2,Examples/YeGhasemmi2018/SWT2/87_02_swt2_bbfast_injfix_kernel_SV_biot0p6.i,0,,no_result_available,
SWT2,Examples/YeGhasemmi2018/SWT2/89_03_swt2_bbfast_theta30_kernel_SV_biot0p6.i,1,Examples/YeGhasemmi2018/SWT2/results_csv_hpc_rorqual/89_03_swt2_bbfast_theta30_kernel_SV_biot0p6_hpc.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWT2,Examples/YeGhasemmi2018/SWT2/89_05_swt2_bbfast_theta30_cohesion_kernel_SV_biot0p6.i,1,Examples/YeGhasemmi2018/SWT2/results_csv_hpc_rorqual/89_05_swt2_bbfast_theta30_cohesion_kernel_SV_biot0p6_hpc.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWT2,Examples/YeGhasemmi2018/SWT2/90_03_swt2_bbfast_theta30_cohesion_c33p2_kernel_SV_biot0p6.i,1,Examples/YeGhasemmi2018/SWT2/results_csv_hpc_rorqual/90_03_swt2_bbfast_theta30_cohesion_c33p2_kernel_SV_biot0p6_hpc.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWT2,Examples/YeGhasemmi2018/SWT2/90_04_swt2_bbfast_theta30_cohesion_c35p0_kernel_SV_biot0p6.i,1,Examples/YeGhasemmi2018/SWT2/results_csv_hpc_rorqual/90_04_swt2_bbfast_theta30_cohesion_c35p0_kernel_SV_biot0p6_hpc.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWT2,Examples/YeGhasemmi2018/SWT2/91_03_swt2_bbfast_theta30_resc8p74_kernel_SV_biot0p6.i,1,Examples/YeGhasemmi2018/SWT2/results_csv_hpc_rorqual/91_03_swt2_bbfast_theta30_resc8p74_kernel_SV_biot0p6_hpc.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWT2,Examples/YeGhasemmi2018/SWT2/91_04_swt2_bbfast_theta30_resc9p71_kernel_SV_biot0p6.i,1,Examples/YeGhasemmi2018/SWT2/results_csv_hpc_rorqual/91_04_swt2_bbfast_theta30_resc9p71_kernel_SV_biot0p6_hpc.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWT2,Examples/YeGhasemmi2018/SWT2/92_05_swt2_final_theta30_resc9p71_mesh3.i,1,Examples/YeGhasemmi2018/SWT2/results_csv_hpc_rorqual/92_05_swt2_final_theta30_resc9p71_mesh3_hpc.csv,table2_partial,TABLE2_ERROR_ACCURACY_RANKING.csv
SWT2,Examples/YeGhasemmi2018/SWT2/93_03_swt2_final_theta30_resc9p71_ppfix.i,1,Examples/YeGhasemmi2018/SWT2/results_csv_hpc_rorqual/93_03_swt2_final_theta30_resc9p71_ppfix_hpc.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWT2,Examples/YeGhasemmi2018/SWT2/93_04_swt2_final_theta30_resc9p71_ppfix_mesh3.i,1,Examples/YeGhasemmi2018/SWT2/results_csv_hpc_rorqual/93_04_swt2_final_theta30_resc9p71_ppfix_mesh3_hpc.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWT2,Examples/YeGhasemmi2018/SWT2/94_03_swt2_mc_final.i,1,Examples/YeGhasemmi2018/SWT2/results_csv_hpc_rorqual/94_03_swt2_mc_final_hpc.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWT2,Examples/YeGhasemmi2018/SWT2/94_04_swt2_mc_final_mesh3.i,1,Examples/YeGhasemmi2018/SWT2/results_csv_hpc_rorqual/94_04_swt2_mc_final_mesh3_hpc.csv,table2_partial,TABLE2_ERROR_ACCURACY_RANKING.csv
SWT2,Examples/YeGhasemmi2018/SWT2/95_05_swt2_rsf_aeq_b0.i,0,,no_result_available,
SWT2,Examples/YeGhasemmi2018/SWT2/95_06_swt2_rsf_a010_b005.i,0,,no_result_available,
SWT2,Examples/YeGhasemmi2018/SWT2/95_07_swt2_rsf_a010_b010.i,0,,no_result_available,
SWT2,Examples/YeGhasemmi2018/SWT2/95_08_swt2_rsf_a010_b015.i,0,,no_result_available,
SWT2,Examples/YeGhasemmi2018/SWT2/96_02_swt2_biot0p2.i,1,Examples/YeGhasemmi2018/SWT2/results_csv_hpc_rorqual/96_02_swt2_biot0p2_hpc.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWT2,Examples/YeGhasemmi2018/SWT2/97_02_swt2_cyclic3.i,1,Examples/YeGhasemmi2018/SWT2/results_csv_hpc_rorqual/97_02_swt2_cyclic3_hpc.csv,superseded_discussion_run,CONSOLIDATED_ANALYSIS_2026-08-18.md
SWT2,Examples/YeGhasemmi2018/SWT2/98_02_swt2_shutin.i,1,Examples/YeGhasemmi2018/SWT2/results_csv_hpc_rorqual/98_02_swt2_shutin_hpc.csv,superseded_discussion_run,CONSOLIDATED_ANALYSIS_2026-08-18.md
SWT2,Examples/YeGhasemmi2018/SWT2/99_03_swt2_resc8p74_ppfix.i,1,Examples/YeGhasemmi2018/SWT2/results_csv_hpc_rorqual/99_03_swt2_resc8p74_ppfix_hpc.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWT2,Examples/YeGhasemmi2018/SWT2/99_04_swt2_apscale0p0170_ppfix.i,1,Examples/YeGhasemmi2018/SWT2/results_csv_hpc_rorqual/99_04_swt2_apscale0p0170_ppfix_hpc.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWT2,Examples/YeGhasemmi2018/SWT2/Ye2018_SWT2_BBFast_sweep_21_F0p90_Pp0p60_T40p20_U0p84_A0p0165_BBhyd_IOsafe.i,0,,no_result_available,
SWT2,Examples/YeGhasemmi2018/SWT2/Ye2018_SWT2_BBFast_sweep_21_F0p90_Pp0p60_T40p20_U0p84_A0p0165_BBhyd_IOsafe_kernel_SV.i,1,Examples/YeGhasemmi2018/SWT2/results_csv/Ye2018_SWT2_BBFast_sweep_21_F0p90_Pp0p60_T40p20_U0p84_A0p0165_BBhyd_IOsafe_kernel_SV_biot_ab_20260815.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWT2,Examples/YeGhasemmi2018/SWT2/Ye2018_SWT2_BBFast_sweep_21_F0p90_Pp0p60_T40p20_U0p84_A0p0165_BBhyd_IOsafe_kernel_SV_biot0p6.i,1,Examples/YeGhasemmi2018/SWT2/results_csv/Ye2018_SWT2_BBFast_sweep_21_F0p90_Pp0p60_T40p20_U0p84_A0p0165_BBhyd_IOsafe_kernel_SV_biot0p6_biot_ab_20260815.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWT2,Examples/YeGhasemmi2018/SWT2/Ye2018_SWT2_BBFast_sweep_21_F0p90_Pp0p60_T40p20_U0p84_A0p0165_BBhyd_IOsafe_kernel_SV_biot0p6_mesh3.i,0,,no_result_available,
SWT2,Examples/YeGhasemmi2018/SWT2/Ye2018_SWT2_BBFast_sweep_21_F0p90_Pp0p60_T40p20_U0p84_A0p0165_BBhyd_IOsafe_kernel_SV_mesh3.i,0,,no_result_available,
SWT2,Examples/YeGhasemmi2018/SWT2/Ye2018_SWT2_BBFast_sweep_22_F0p90_Pp0p55_T40p20_U0p84_A0p0165_BBhyd_Timing_IOsafe.i,0,,no_result_available,
SWT2,Examples/YeGhasemmi2018/SWT2/Ye2018_SWT2_BBFast_sweep_22_F0p90_Pp0p55_T40p20_U0p84_A0p0165_BBhyd_Timing_IOsafe_kernel_SV.i,0,,no_result_available,
SWT2,Examples/YeGhasemmi2018/SWT2/Ye2018_SWT2_BBFast_sweep_22_F0p90_Pp0p55_T40p20_U0p84_A0p0165_BBhyd_Timing_IOsafe_kernel_SV_mesh3.i,0,,no_result_available,
SWS3,Examples/YeGhasemmi2018/SWS3/100_05_sw3_resc1p25_ppfix.i,1,Examples/YeGhasemmi2018/SWS3/results_csv_hpc_rorqual/100_05_sw3_resc1p25_ppfix_hpc.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWS3,Examples/YeGhasemmi2018/SWS3/100_06_sw3_resc1p30_unld0p00_ppfix.i,1,Examples/YeGhasemmi2018/SWS3/results_csv_hpc_rorqual/100_06_sw3_resc1p30_unld0p00_ppfix_hpc.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWS3,Examples/YeGhasemmi2018/SWS3/101_03_sw3_cyclic3_eq.i,1,Examples/YeGhasemmi2018/SWS3/results_csv_hpc_rorqual/101_03_sw3_cyclic3_eq_hpc.csv,discussion_101_valid,DISCUSSION_101_RUN_INDEX.csv
SWS3,Examples/YeGhasemmi2018/SWS3/101_07_sw3_cyclic3_esc.i,1,Examples/YeGhasemmi2018/SWS3/results_csv_hpc_rorqual/101_07_sw3_cyclic3_esc_hpc.csv,discussion_101_valid,DISCUSSION_101_RUN_INDEX.csv
SWS3,Examples/YeGhasemmi2018/SWS3/101_11_sw3_shutin_nohold.i,1,Examples/YeGhasemmi2018/SWS3/results_csv_hpc_rorqual/101_11_sw3_shutin_nohold_hpc.csv,discussion_101_valid,DISCUSSION_101_RUN_INDEX.csv
SWS3,Examples/YeGhasemmi2018/SWS3/102_03_sw3_mc_resc1p30_ppfix.i,1,Examples/YeGhasemmi2018/SWS3/results_csv_hpc_rorqual/102_03_sw3_mc_resc1p30_ppfix_hpc.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWS3,Examples/YeGhasemmi2018/SWS3/103_03_sw3_weakexp1p0_ppfix.i,2,Examples/YeGhasemmi2018/SWS3/results_csv_hpc_rorqual/103_03_sw3_weakexp1p0_ppfix_hpc.csv;Examples/YeGhasemmi2018/SWS3/results_csv_local/103_03_sw3_weakexp1p0_ppfix_local.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWS3,Examples/YeGhasemmi2018/SWS3/104_03_sw3_shutin_nogouge.i,1,Examples/YeGhasemmi2018/SWS3/results_csv_hpc_rorqual/104_03_sw3_shutin_nogouge_hpc.csv,discussion_104_complete,DISCUSSION_104_METRICS.csv
SWS3,Examples/YeGhasemmi2018/SWS3/104_05_sw3_shutin_slowtau.i,1,Examples/YeGhasemmi2018/SWS3/results_csv_hpc_rorqual/104_05_sw3_shutin_slowtau_hpc.csv,discussion_104_complete,DISCUSSION_104_METRICS.csv
SWS3,Examples/YeGhasemmi2018/SWS3/105_09_sw3_mc_calib_ppfix.i,0,,no_result_available,
SWS3,Examples/YeGhasemmi2018/SWS3/105_10_sw3_mc_calib_rsf_ppfix.i,0,,no_result_available,
SWS3,Examples/YeGhasemmi2018/SWS3/83_11_sw3_mc_opening_gate5d30_m0.i,0,,no_result_available,
SWS3,Examples/YeGhasemmi2018/SWS3/83_11_sw3_mc_opening_gate5d30_m0_kernel_SV.i,0,,no_result_available,
SWS3,Examples/YeGhasemmi2018/SWS3/83_11_sw3_mc_opening_gate5d30_m0_kernel_SV_mesh3.i,0,,no_result_available,
SWS3,Examples/YeGhasemmi2018/SWS3/84_01_sw3_bbfast_postevent_retreat4p5um_m0.i,0,,no_result_available,
SWS3,Examples/YeGhasemmi2018/SWS3/84_01_sw3_bbfast_postevent_retreat4p5um_m0_kernel_SV.i,1,Examples/YeGhasemmi2018/SWS3/results_csv/84_01_sw3_bbfast_postevent_retreat4p5um_m0_kernel_SV_biot_ab_20260815.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWS3,Examples/YeGhasemmi2018/SWS3/84_01_sw3_bbfast_postevent_retreat4p5um_m0_kernel_SV_biot0p6.i,1,Examples/YeGhasemmi2018/SWS3/results_csv/84_01_sw3_bbfast_postevent_retreat4p5um_m0_kernel_SV_biot0p6_biot_ab_20260815.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWS3,Examples/YeGhasemmi2018/SWS3/84_01_sw3_bbfast_postevent_retreat4p5um_m0_kernel_SV_biot0p6_mesh3.i,0,,no_result_available,
SWS3,Examples/YeGhasemmi2018/SWS3/84_01_sw3_bbfast_postevent_retreat4p5um_m0_kernel_SV_mesh3.i,0,,no_result_available,
SWS3,Examples/YeGhasemmi2018/SWS3/84_02_sw3_bbfast_postevent_retreat6p0um_m0.i,0,,no_result_available,
SWS3,Examples/YeGhasemmi2018/SWS3/84_02_sw3_bbfast_postevent_retreat6p0um_m0_kernel_SV.i,0,,no_result_available,
SWS3,Examples/YeGhasemmi2018/SWS3/84_02_sw3_bbfast_postevent_retreat6p0um_m0_kernel_SV_mesh3.i,0,,no_result_available,
SWS3,Examples/YeGhasemmi2018/SWS3/86_01_sw3_bbfast_biot0p6_phir8p45_m0_kernel_SV.i,1,Examples/YeGhasemmi2018/SWS3/results_csv/86_01_sw3_bbfast_biot0p6_phir8p45_m0_kernel_SV.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWS3,Examples/YeGhasemmi2018/SWS3/86_02_sw3_bbfast_biot0p6_phir9p00_m0_kernel_SV.i,1,Examples/YeGhasemmi2018/SWS3/results_csv/86_02_sw3_bbfast_biot0p6_phir9p00_m0_kernel_SV.csv,table2_partial,TABLE2_ERROR_ACCURACY_RANKING.csv
SWS3,Examples/YeGhasemmi2018/SWS3/89_02_sw3_bbfast_paperjrc_L123p4_kernel_SV_biot0p6.i,1,Examples/YeGhasemmi2018/SWS3/results_csv_hpc_rorqual/89_02_sw3_bbfast_paperjrc_L123p4_kernel_SV_biot0p6_hpc.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWS3,Examples/YeGhasemmi2018/SWS3/90_05_sw3_bbfast_paperjrc_L123p4_cohes1p67_kernel_SV_biot0p6.i,1,Examples/YeGhasemmi2018/SWS3/results_csv_hpc_rorqual/90_05_sw3_bbfast_paperjrc_L123p4_cohes1p67_kernel_SV_biot0p6_hpc.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWS3,Examples/YeGhasemmi2018/SWS3/90_06_sw3_bbfast_jrc5p69_L123p4_kernel_SV_biot0p6.i,1,Examples/YeGhasemmi2018/SWS3/results_csv_hpc_rorqual/90_06_sw3_bbfast_jrc5p69_L123p4_kernel_SV_biot0p6_hpc.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWS3,Examples/YeGhasemmi2018/SWS3/91_05_sw3_bbfast_paperjrc_resc1p65_kernel_SV_biot0p6.i,1,Examples/YeGhasemmi2018/SWS3/results_csv_hpc_rorqual/91_05_sw3_bbfast_paperjrc_resc1p65_kernel_SV_biot0p6_hpc.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWS3,Examples/YeGhasemmi2018/SWS3/91_06_sw3_bbfast_paperjrc_resc1p65_dc1e4_kernel_SV_biot0p6.i,1,Examples/YeGhasemmi2018/SWS3/results_csv_hpc_rorqual/91_06_sw3_bbfast_paperjrc_resc1p65_dc1e4_kernel_SV_biot0p6_hpc.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWS3,Examples/YeGhasemmi2018/SWS3/92_03_sw3_final_paperjrc_resc1p40.i,1,Examples/YeGhasemmi2018/SWS3/results_csv_hpc_rorqual/92_03_sw3_final_paperjrc_resc1p40_hpc.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWS3,Examples/YeGhasemmi2018/SWS3/92_04_sw3_final_paperjrc_resc1p20.i,1,Examples/YeGhasemmi2018/SWS3/results_csv_hpc_rorqual/92_04_sw3_final_paperjrc_resc1p20_hpc.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWS3,Examples/YeGhasemmi2018/SWS3/92_08_sw3_final_resc1p40_mesh3.i,0,,no_result_available,
SWS3,Examples/YeGhasemmi2018/SWS3/93_05_sw3_final_resc1p40_ppfix.i,1,Examples/YeGhasemmi2018/SWS3/results_csv_hpc_rorqual/93_05_sw3_final_resc1p40_ppfix_hpc.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWS3,Examples/YeGhasemmi2018/SWS3/93_06_sw3_final_resc1p40_ppfix_mesh3.i,1,Examples/YeGhasemmi2018/SWS3/results_csv_hpc_rorqual/93_06_sw3_final_resc1p40_ppfix_mesh3_hpc.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWS3,Examples/YeGhasemmi2018/SWS3/94_05_sw3_mc_final.i,1,Examples/YeGhasemmi2018/SWS3/results_csv_hpc_rorqual/94_05_sw3_mc_final_hpc.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWS3,Examples/YeGhasemmi2018/SWS3/94_06_sw3_mc_final_mesh3.i,1,Examples/YeGhasemmi2018/SWS3/results_csv_hpc_rorqual/94_06_sw3_mc_final_mesh3_hpc.csv,table2_partial,TABLE2_ERROR_ACCURACY_RANKING.csv
SWS3,Examples/YeGhasemmi2018/SWS3/95_09_sw3_rsf_aeq_b0.i,0,,no_result_available,
SWS3,Examples/YeGhasemmi2018/SWS3/95_10_sw3_rsf_a010_b005.i,0,,no_result_available,
SWS3,Examples/YeGhasemmi2018/SWS3/95_11_sw3_rsf_a010_b010.i,0,,no_result_available,
SWS3,Examples/YeGhasemmi2018/SWS3/95_12_sw3_rsf_a010_b015.i,0,,no_result_available,
SWS3,Examples/YeGhasemmi2018/SWS3/96_03_sw3_biot0p2.i,1,Examples/YeGhasemmi2018/SWS3/results_csv_hpc_rorqual/96_03_sw3_biot0p2_hpc.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWS3,Examples/YeGhasemmi2018/SWS3/96_04_sw3_fpc1p0.i,1,Examples/YeGhasemmi2018/SWS3/results_csv_hpc_rorqual/96_04_sw3_fpc1p0_hpc.csv,table2_partial,TABLE2_ERROR_ACCURACY_RANKING.csv
SWS3,Examples/YeGhasemmi2018/SWS3/96_05_sw3_biot0p2_fpc1p0.i,1,Examples/YeGhasemmi2018/SWS3/results_csv_hpc_rorqual/96_05_sw3_biot0p2_fpc1p0_hpc.csv,table2_partial,TABLE2_ERROR_ACCURACY_RANKING.csv
SWS3,Examples/YeGhasemmi2018/SWS3/97_03_sw3_cyclic3.i,1,Examples/YeGhasemmi2018/SWS3/results_csv_hpc_rorqual/97_03_sw3_cyclic3_hpc.csv,superseded_discussion_run,CONSOLIDATED_ANALYSIS_2026-08-18.md
SWS3,Examples/YeGhasemmi2018/SWS3/98_03_sw3_shutin.i,1,Examples/YeGhasemmi2018/SWS3/results_csv_hpc_rorqual/98_03_sw3_shutin_hpc.csv,superseded_discussion_run,CONSOLIDATED_ANALYSIS_2026-08-18.md
SWS3,Examples/YeGhasemmi2018/SWS3/99_05_sw3_unld0p03_ppfix.i,1,Examples/YeGhasemmi2018/SWS3/results_csv_hpc_rorqual/99_05_sw3_unld0p03_ppfix_hpc.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWS3,Examples/YeGhasemmi2018/SWS3/99_06_sw3_resc1p30_ppfix.i,1,Examples/YeGhasemmi2018/SWS3/results_csv_hpc_rorqual/99_06_sw3_resc1p30_ppfix_hpc.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWS4,Examples/YeGhasemmi2018/SWS4/101_04_sw4_cyclic3_eq.i,1,Examples/YeGhasemmi2018/SWS4/results_csv_hpc_rorqual/101_04_sw4_cyclic3_eq_hpc.csv,discussion_101_qualified_failed_pre_injection_falsifier,DISCUSSION_101_RUN_INDEX.csv
SWS4,Examples/YeGhasemmi2018/SWS4/101_08_sw4_cyclic3_esc.i,1,Examples/YeGhasemmi2018/SWS4/results_csv_hpc_rorqual/101_08_sw4_cyclic3_esc_hpc.csv,discussion_101_qualified_failed_pre_injection_falsifier,DISCUSSION_101_RUN_INDEX.csv
SWS4,Examples/YeGhasemmi2018/SWS4/101_12_sw4_shutin_nohold.i,1,Examples/YeGhasemmi2018/SWS4/results_csv_hpc_rorqual/101_12_sw4_shutin_nohold_hpc.csv,discussion_101_qualified_failed_pre_injection_falsifier,DISCUSSION_101_RUN_INDEX.csv
SWS4,Examples/YeGhasemmi2018/SWS4/101_14_sw4_shutin_slowtau.i,1,Examples/YeGhasemmi2018/SWS4/results_csv_hpc_rorqual/101_14_sw4_shutin_slowtau_hpc.csv,discussion_101_qualified_failed_pre_injection_falsifier,DISCUSSION_101_RUN_INDEX.csv
SWS4,Examples/YeGhasemmi2018/SWS4/102_04_sw4_mc_theta30_jrc5_ppfix.i,1,Examples/YeGhasemmi2018/SWS4/results_csv_hpc_rorqual/102_04_sw4_mc_theta30_jrc5_ppfix_hpc.csv,table2_ranked,TABLE2_ERROR_ACCURACY_RANKING.csv
SWS4,Examples/YeGhasemmi2018/SWS4/104_01_sw4_shutin_nogouge.i,1,Examples/YeGhasemmi2018/SWS4/results_csv_hpc_rorqual/104_01_sw4_shutin_nogouge_hpc.csv,discussion_104_complete,DISCUSSION_104_METRICS.csv
SWS4,Examples/YeGhasemmi2018/SWS4/104_02_sw4_shutin_dscale0p038.i,1,Examples/YeGhasemmi2018/SWS4/results_csv_hpc_rorqual/104_02_sw4_shutin_dscale0p038_hpc.csv,discussion_104_complete,DISCUSSION_104_METRICS.csv
SWS4,Examples/YeGhasemmi2018/SWS4/105_04_sw4_dc4p5em5_ppfix.i,0,,no_result_available,
SWS4,Examples/YeGhasemmi2018/SWS4/105_05_sw4_swfloor3p15_ppfix.i,0,,no_result_available,
SWS4,Examples/YeGhasemmi2018/SWS4/105_06_sw4_dc4p5em5_swfloor3p15_ppfix.i,0,,no_result_available,
SWS4,Examples/YeGhasemmi2018/SWS4/105_07_sw4_mc_calib_ppfix.i,0,,no_result_available,
SWS4,Examples/YeGhasemmi2018/SWS4/105_08_sw4_mc_calib_rsf_ppfix.i,0,,no_result_available,
SWS4,Examples/YeGhasemmi2018/SWS4/67_11_sw4_mc_dS0p15_s28_w12_m0.i,0,,no_result_available,
SWS4,Examples/YeGhasemmi2018/SWS4/67_11_sw4_mc_dS0p15_s28_w12_m0_kernel_SV.i,0,,no_result_available,
SWS4,Examples/YeGhasemmi2018/SWS4/67_11_sw4_mc_dS0p15_s28_w12_m0_kernel_SV_mesh3.i,0,,no_result_available,
SWS4,Examples/YeGhasemmi2018/SWS4/68_01_sw4_bbfast_tail6p50_eta3p50_m0.i,0,,no_result_available,
