time,aperture,aperture_init_error,mass_imbalance,p_q1,p_q2,p_q3,perm_rel_error,permeability,profile_max_error,q_in,q_out,transmissivity,transmissivity_rel_error
0.0002587890625,1e-06,0,1.0953194869986,1414590.8643317,1103626.1051124,1014984.2306781,1.5146129380243e-16,8.3333333333333e-14,0.3963738948876,9.7168492808459e-11,9.2620508869257e-12,8.3333333333333e-17,1.4791141972894e-16
0.000263671875,1e-06,0,1.1028064233654,1418981.7717664,1106873.639976,1015923.0097193,1.5146129380243e-16,8.3333333333333e-14,0.39312636002403,9.4466175209163e-11,9.7117296022626e-12,8.3333333333333e-17,1.4791141972894e-16
0.0002685546875,1e-06,0,1.1105452973409,1423277.7355397,1110109.8555757,1016885.6280483,1.5146129380243e-16,8.3333333333333e-14,0.38989014442435,9.1887579639073e-11,1.0157739813132e-11,8.3333333333333e-17,1.4791141972894e-16
0.0002734375,1e-06,0,1.1185250942929,1427482.0163706,1113333.5710604,1017871.2597019,1.5146129380243e-16,8.3333333333333e-14,0.38666642893963,8.9424919265509e-11,1.0599096988082e-11,8.3333333333333e-17,1.4791141972894e-16
0.0002783203125,1e-06,0,1.1267343686947,1431597.727284,1116543.7103703,1018879.0715027,1.5146129380243e-16,8.3333333333333e-14,0.38345628962975,8.7071026029582e-11,1.1034891515458e-11,8.3333333333333e-17,1.4791141972894e-16
0.000283203125,1e-06,0,1.1351613295006,1435627.8414918,1119739.2945249,1019908.2261417,1.5146129380243e-16,8.3333333333333e-14,0.38026070547514,8.4819291580065e-11,1.1464288217258e-11,8.3333333333333e-17,1.4791141972894e-16
0.0002880859375,1e-06,0,1.1437939201024,1439575.1998258,1122919.4344346,1020957.8849697,1.5146129380243e-16,8.3333333333333e-14,0.37708056556537,8.266361475393e-11,1.1886525215299e-11,8.3333333333333e-17,1.4791141972894e-16
0.00029296875,1e-06,0,1.1526198927081,1443442.5177448,1126083.3242069,1022027.2105143,1.5146129380243e-16,8.3333333333333e-14,0.37391667579313,8.0598354780673e-11,1.2300912259079e-11,8.3333333333333e-17,1.4791141972894e-16
0.0002978515625,1e-06,0,1.1616268770904,1447232.3919364,1129230.2349177,1023115.3687429,1.5146129380243e-16,8.3333333333333e-14,0.3707697650823,7.8618289502293e-11,1.2706828614448e-11,8.3333333333333e-17,1.4791141972894e-16
0.000302734375,1e-06,0,1.1708024437262,1450947.3065369,1132359.5088222,1024221.5310878,1.5146129380243e-16,8.3333333333333e-14,0.36764049117783,7.6718577998863e-11,1.3103720601407e-11,8.3333333333333e-17,1.4791141972894e-16
0.0003076171875,1e-06,0,1.180134161429,1454589.6389892,1135470.5539751,1025344.8762514,1.5146129380243e-16,8.3333333333333e-14,0.36452944602489,7.4894727092384e-11,1.3491098860239e-11,8.3333333333333e-17,1.4791141972894e-16
0.0003125,1e-06,0,1.1896096496201,1458161.66556,1138562.8392367,1026484.5918086,1.5146129380243e-16,8.3333333333333e-14,0.36143716076325,7.3142561271754e-11,1.3868535415057e-11,8.3333333333333e-17,1.4791141972894e-16
0.0003173828125,1e-06,0,1.1992166254311,1461665.566536,1141635.8896378,1027639.8756204,1.5146129380243e-16,8.3333333333333e-14,0.35836411036224,7.145819564215e-11,1.4235660595225e-11,8.3333333333333e-17,1.4791141972894e-16
0.000322265625,1e-06,0,1.2089429458626,1465103.4311177,1144689.28208,1028809.9370746,1.5146129380243e-16,8.3333333333333e-14,0.35531071792,6.9838011553213e-11,1.4592159867114e-11,8.3333333333333e-17,1.4791141972894e-16
0.0003271484375,1e-06,0,1.2187766452453,1468477.2620299,1147722.6413501,1029993.9981685,1.5146129380243e-16,8.3333333333333e-14,0.35227735864994,6.8278634604968e-11,1.4937770620805e-11,8.3333333333333e-17,1.4791141972894e-16
0.00033203125,1e-06,0,1.2287059682686,1471788.9798652,1150735.6364243,1031191.2944438,1.5146129380243e-16,8.3333333333333e-14,0.34926436357571,6.6776914767193e-11,1.527227894982e-11,8.3333333333333e-17,1.4791141972894e-16
0.0003369140625,1e-06,0,1.2387193988424,1475040.4271769,1153727.977045,1032401.0757898,1.5146129380243e-16,8.3333333333333e-14,0.34627202295498,6.5329908382466e-11,1.5595516455488e-11,8.3333333333333e-17,1.4791141972894e-16
0.000341796875,1e-06,0,1.2488056850765,1478233.3723372,1156699.4105489,1033622.6071232,1.5146129380243e-16,8.3333333333333e-14,0.34330058945112,6.3934861849027e-11,1.590735710262e-11,8.3333333333333e-17,1.4791141972894e-16
0.0003466796875,1e-06,0,1.2589538606436,1481369.5131751,1159649.7189295,1034855.1689571,1.5146129380243e-16,8.3333333333333e-14,0.34035028107048,6.2589196806062e-11,1.620771414751e-11,8.3333333333333e-17,1.4791141972894e-16
0.0003515625,1e-06,0,1.2691532628033,1484450.480407,1162578.7161179,1036098.0578684,1.5146129380243e-16,8.3333333333333e-14,0.33742128388211,6.1290496663597e-11,1.6496537155841e-11,8.3333333333333e-17,1.4791141972894e-16
0.0003564453125,1e-06,0,1.2793935473489,1487477.8408739,1165486.2454646,1037350.5868732,1.5146129380243e-16,8.3333333333333e-14,0.33451375453545,6.0036494338787e-11,1.6773809123704e-11,8.3333333333333e-17,1.4791141972894e-16
0.000361328125,1e-06,0,1.2896647007322,1490453.1005961,1168372.1774094,1038612.0857184,1.5146129380243e-16,8.3333333333333e-14,0.33162782259062,5.8825061075204e-11,1.7039543711904e-11,8.3333333333333e-17,1.4791141972894e-16
0.0003662109375,1e-06,0,1.2999570496134,1493377.7076577,1171236.4073251,1039881.9010979,1.5146129380243e-16,8.3333333333333e-14,0.32876359267489,5.7654196236937e-11,1.7293782601064e-11,8.3333333333333e-17,1.4791141972894e-16
0.00037109375,1e-06,0,1.3102612680652,1496253.0549306,1174078.853522,1041159.3968003,1.5146129380243e-16,8.3333333333333e-14,0.32592114647795,5.652201798068e-11,1.7536592972291e-11,8.3333333333333e-17,1.4791141972894e-16
0.0003759765625,1e-06,0,1.3205683826585,1499080.4826494,1176899.4554021,1042443.9537953,1.5146129380243e-16,8.3333333333333e-14,0.32310054459786,5.5426754719877e-11,1.7768065116558e-11,8.3333333333333e-17,1.4791141972894e-16
0.000380859375,1e-06,0,1.3308697756314,1501861.2808435,1179698.1717515,1043734.9702644,1.5146129380243e-16,8.3333333333333e-14,0.32030182824851,5.4366737304505e-11,1.7988310173755e-11,8.3333333333333e-17,1.4791141972894e-16
0.0003857421875,1e-06,0,1.3411571863409,1504596.6916392,1182474.9791611,1045031.8615825,1.5146129380243e-16,8.3333333333333e-14,0.3175250208389,5.3340391848553e-11,1.8197458001375e-11,8.3333333333333e-17,1.4791141972894e-16
0.000390625,1e-06,0,1.3514227111779,1507287.911436,1185229.8705664,1046334.0602547,1.5146129380243e-16,8.3333333333333e-14,0.31477012943358,5.2346233143763e-11,1.8395655171331e-11,8.3333333333333e-17,1.4791141972894e-16
0.0003955078125,1e-06,0,1.3616588021148,1509936.0929671,1187962.8538968,1047641.015814,1.5146129380243e-16,8.3333333333333e-14,0.31203714610315,5.1382858605564e-11,1.8583063092525e-11,8.3333333333333e-17,1.4791141972894e-16
0.000400390625,1e-06,0,1.3718582640432,1512542.3472505,1190673.9508271,1048952.194684,1.5146129380243e-16,8.3333333333333e-14,0.30932604917288,5.044894270206e-11,1.8759856256002e-11,8.3333333333333e-17,1.4791141972894e-16
0.0004052734375,1e-06,0,1.3820142510452,1515107.745437,1193363.1956231,1050267.0800103,1.5146129380243e-16,8.3333333333333e-14,0.30663680437694,4.954323182249e-11,1.8926220599029e-11,8.3333333333333e-17,1.4791141972894e-16
0.00041015625,1e-06,0,1.392120261733,1517633.3205619,1196030.6340745,1051585.1714647,1.5146129380243e-16,8.3333333333333e-14,0.30396936592552,4.866453954545e-11,1.9082351983675e-11,8.3333333333333e-17,1.4791141972894e-16
0.0004150390625,1e-06,0,1.4021701337763,1520120.0692055,1198676.322509,1052905.985026,1.5146129380243e-16,8.3333333333333e-14,0.30132367749095,4.781174227182e-11,1.9228454785537e-11,8.3333333333333e-17,1.4791141972894e-16
0.000419921875,1e-06,0,1.4121580377333,1522568.9530682,1201300.3268808,1054229.0527396,1.5146129380243e-16,8.3333333333333e-14,0.29869967311917,4.6983775190068e-11,1.9364740587643e-11,8.3333333333333e-17,1.4791141972894e-16
0.0004248046875,1e-06,0,1.4220784702833,1524980.9004659,1203902.7219281,1055553.9224595,1.5146129380243e-16,8.3333333333333e-14,0.29609727807193,4.6179628545493e-11,1.9491426974734e-11,8.3333333333333e-17,1.4791141972894e-16
0.0004296875,1e-06,0,1.4319262469526,1527356.8077485,1206483.590395,1056880.1575745,1.5146129380243e-16,8.3333333333333e-14,0.29351640960497,4.5398344187179e-11,1.960873642263e-11,8.3333333333333e-17,1.4791141972894e-16
0.0004345703125,1e-06,0,1.441696494424,1529697.5406485,1209043.0223131,1058207.3367221,1.5146129380243e-16,8.3333333333333e-14,0.29095697768692,4.4639012369146e-11,1.9716895278e-11,8.3333333333333e-17,1.4791141972894e-16
0.000439453125,1e-06,0,1.4513846424959,1532003.9355617,1211581.1143366,1059535.0534909,1.5146129380243e-16,8.3333333333333e-14,0.28841888566337,4.3900768784466e-11,1.9816132823073e-11,8.3333333333333e-17,1.4791141972894e-16
0.0004443359375,1e-06,0,1.4609864157689,1534276.8007648,1214097.9691297,1060862.9161146,1.5146129380243e-16,8.3333333333333e-14,0.28590203087027,4.3182791813077e-11,1.9906680420804e-11,8.3333333333333e-17,1.4791141972894e-16
0.00044921875,1e-06,0,1.4704978251143,1536516.9175736,1216593.6947997,1062190.5471585,1.5146129380243e-16,8.3333333333333e-14,0.28340630520027,4.248429996557e-11,1.9988770735302e-11,8.3333333333333e-17,1.4791141972894e-16
0.0004541015625,1e-06,0,1.4799151589829,1538725.0414449,1219068.4043742,1063517.5832007,1.5146129380243e-16,8.3333333333333e-14,0.2809315956258,4.1804549507316e-11,2.0062637023013e-11,8.3333333333333e-17,1.4791141972894e-16
0.000458984375,1e-06,0,1.4892349746043,1540901.9030252,1221522.2153182,1064843.6745087,1.5146129380243e-16,8.3333333333333e-14,0.27847778468184,4.114283224818e-11,2.0128512490086e-11,8.3333333333333e-17,1.4791141972894e-16
0.0004638671875,1e-06,0,1.4984540891149,1543048.2091497,1223955.2490883,1066168.4847138,1.5146129380243e-16,8.3333333333333e-14,0.27604475091167,4.0498473484868e-11,2.0186629711444e-11,8.3333333333333e-17,1.4791141972894e-16
0.00046875,1e-06,0,1.5075695706612,1545164.6437938,1226367.6307219,1067491.6904829,1.5146129380243e-16,8.3333333333333e-14,0.27363236927811,3.9870830083771e-11,2.0237220107526e-11,8.3333333333333e-17,1.4791141972894e-16
0.0004736328125,1e-06,0,1.5165787295085,1547251.8689796,1228759.4884569,1068812.9811911,1.5146129380243e-16,8.3333333333333e-14,0.27124051154312,3.9259288693342e-11,2.0280513474614e-11,8.3333333333333e-17,1.4791141972894e-16
0.000478515625,1e-06,0,1.5254791091823,1549310.525641,1231130.9533821,1070132.0585927,1.5146129380243e-16,8.3333333333333e-14,0.26886904661791,3.8663264076183e-11,2.0316737564833e-11,8.3333333333333e-17,1.4791141972894e-16
0.0004833984375,1e-06,0,1.53426847768,1551341.234448,1233482.1591141,1071448.6364948,1.5146129380243e-16,8.3333333333333e-14,0.26651784088588,3.8082197551312e-11,2.0346117712449e-11,8.3333333333333e-17,1.4791141972894e-16
0.00048828125,1e-06,0,1.5429448187618,1553344.596594,1235813.2414996,1072762.4404323,1.5146129380243e-16,8.3333333333333e-14,0.26418675850041,3.7515555538788e-11,2.0368876502755e-11,8.3333333333333e-17,1.4791141972894e-16
0.0004931640625,1e-06,0,1.5515063233514,1555321.1945464,1238124.3383406,1074073.2073449,1.5146129380243e-16,8.3333333333333e-14,0.26187566165938,3.6962828198567e-11,2.0385233480461e-11,8.3333333333333e-17,1.4791141972894e-16
0.000498046875,1e-06,0,1.5599513810634,1557271.5927646,1240415.5891417,1075380.6852583,1.5146129380243e-16,8.3333333333333e-14,0.25958441085826,3.6423528156741e-11,2.0395404894569e-11,8.3333333333333e-17,1.4791141972894e-16
0.0005029296875,1e-06,0,1.568278571866,1559196.3383846,1242687.1348768,1076684.6329675,1.5146129380243e-16,8.3333333333333e-14,0.25731286512318,3.5897189312871e-11,2.0399603476722e-11,8.3333333333333e-17,1.4791141972894e-16
0.0005078125,1e-06,0,1.5764866578986,1561095.9618742,1244939.1177743,1077984.8197256,1.5146129380243e-16,8.3333333333333e-14,0.25506088222572,3.5383365722223e-11,2.0398038250409e-11,8.3333333333333e-17,1.4791141972894e-16
0.0005126953125,1e-06,0,1.584574575451,1562970.9776589,1247171.6811194,1079281.0249363,1.5146129380243e-16,8.3333333333333e-14,0.25282831888062,3.4881630547724e-11,2.0390914368475e-11,8.3333333333333e-17,1.4791141972894e-16
0.000517578125,1e-06,0,1.592541427117,1564821.8847204,1249384.9690722,1080573.037851,1.5146129380243e-16,8.3333333333333e-14,0.25061503092785,3.4391575076571e-11,2.0378432976672e-11,8.3333333333333e-17,1.4791141972894e-16
0.0005224609375,1e-06,0,1.6003864741259,1566649.1671696,1251579.1265,1081860.6572714,1.5146129380243e-16,8.3333333333333e-14,0.24842087350001,3.3912807796786e-11,2.0360791100821e-11,8.3333333333333e-17,1.4791141972894e-16
0.00052734375,1e-06,0,1.6081091288606,1568453.2947943,1253754.2988235,1083143.6912573,1.5146129380243e-16,8.3333333333333e-14,0.24624570117645,3.3444953529685e-11,2.0338181555718e-11,8.3333333333333e-17,1.4791141972894e-16
0.0005322265625,1e-06,0,1.6157089475666,1570234.7235842,1255910.6318752,1084421.9568397,1.5146129380243e-16,8.3333333333333e-14,0.24408936812482,3.2987652614257e-11,2.0310792873816e-11,8.3333333333333e-17,1.4791141972894e-16
0.000537109375,1e-06,0,1.6231856232543,1571993.8962327,1258048.2717688,1085695.2797399,1.5146129380243e-16,8.3333333333333e-14,0.24195172823121,3.2540560139829e-11,2.0278809251783e-11,8.3333333333333e-17,1.4791141972894e-16
0.0005419921875,1e-06,0,1.6305389787975,1573731.242619,1260167.3647803,1086963.4940937,1.5146129380243e-16,8.3333333333333e-14,0.23983263521965,3.2103345223892e-11,2.0242410513457e-11,8.3333333333333e-17,1.4791141972894e-16
0.000546875,1e-06,0,1.6377689602353,1575447.1802683,1262268.0572382,1088226.4421829,1.5146129380243e-16,8.3333333333333e-14,0.23773194276179,3.1675690331692e-11,2.0201772087577e-11,8.3333333333333e-17,1.4791141972894e-16
0.0005517578125,1e-06,0,1.6448756302648,1577142.1147943,1264350.4954225,1089483.9741708,1.5146129380243e-16,8.3333333333333e-14,0.2356495045775,3.1257290635171e-11,2.0157064998724e-11,8.3333333333333e-17,1.4791141972894e-16
0.000556640625,1e-06,0,1.6518591619416,1578816.4403231,1266414.8254729,1090735.947846,1.5146129380243e-16,8.3333333333333e-14,0.23358517452711,3.0847853408302e-11,2.0108455870434e-11,8.3333333333333e-17,1.4791141972894e-16
0.0005615234375,1e-06,0,1.6587198325749,1580470.5398988,1268461.1933041,1091982.2283701,1.5146129380243e-16,8.3333333333333e-14,0.23153880669586,3.044709745658e-11,2.0056106938991e-11,8.3333333333333e-17,1.4791141972894e-16
0.00056640625,1e-06,0,1.6654580178231,1582104.7858743,1270489.7445288,1093222.6880333,1.5146129380243e-16,8.3333333333333e-14,0.22951025547122,3.005475257837e-11,2.0000176076967e-11,8.3333333333333e-17,1.4791141972894e-16
0.0005712890625,1e-06,0,1.6720741859842,1583719.5402848,1272500.6243864,1094457.2060149,1.5146129380243e-16,8.3333333333333e-14,0.22749937561359,2.9670559056143e-11,1.9940816825354e-11,8.3333333333333e-17,1.4791141972894e-16
0.000576171875,1e-06,0,1.6785688924823,1585315.1552069,1274493.9776792,1095685.6681505,1.5146129380243e-16,8.3333333333333e-14,0.22550602232082,2.9294267175426e-11,1.987817843331e-11,8.3333333333333e-17,1.4791141972894e-16
0.0005810546875,1e-06,0,1.6849427745467,1586891.9731035,1276469.9487128,1096907.9667049,1.5146129380243e-16,8.3333333333333e-14,0.2235300512872,2.892563677005e-11,1.9812405904809e-11,8.3333333333333e-17,1.4791141972894e-16
0.0005859375,1e-06,0,1.6911965460816,1588450.3271549,1278428.6812429,1098124.000151,1.5146129380243e-16,8.3333333333333e-14,0.22157131875711,2.8564436791654e-11,1.9743640051159e-11,8.3333333333333e-17,1.4791141972894e-16
0.0005908203125,1e-06,0,1.6973309927214,1589990.5415765,1280370.3184261,1099333.6729551,1.5146129380243e-16,8.3333333333333e-14,0.21962968157394,2.8210444902257e-11,1.9672017548802e-11,8.3333333333333e-17,1.4791141972894e-16
0.000595703125,1e-06,0,1.703346967071,1591512.9319246,1282295.0027755,1100536.8953674,1.5146129380243e-16,8.3333333333333e-14,0.21770499722448,2.7863447088276e-11,1.9597671001683e-11,8.3333333333333e-17,1.4791141972894e-16
0.0006005859375,1e-06,0,1.7092453841283,1593017.8053898,1284202.8761208,1101733.5832189,1.5146129380243e-16,8.3333333333333e-14,0.21579712387925,2.7523237294611e-11,1.9520729007471e-11,8.3333333333333e-17,1.4791141972894e-16
0.00060546875,1e-06,0,1.7150272168822,1594505.4610794,1286094.079571,1102923.6577236,1.5146129380243e-16,8.3333333333333e-14,0.21390592042902,2.7189617077751e-11,1.9441316227197e-11,8.3333333333333e-17,1.4791141972894e-16
0.0006103515625,1e-06,0,1.7206934920844,1595976.1902886,1287968.7534822,1104107.0452865,1.5146129380243e-16,8.3333333333333e-14,0.21203124651782,2.6862395276699e-11,1.9359553457715e-11,8.3333333333333e-17,1.4791141972894e-16
0.000615234375,1e-06,0,1.7262452861933,1597430.2767618,1289827.0374273,1105283.677317,1.5146129380243e-16,8.3333333333333e-14,0.2101729625727,2.6541387700493e-11,1.9275557706513e-11,8.3333333333333e-17,1.4791141972894e-16
0.0006201171875,1e-06,0,1.7316837214825,1598867.996943,1291669.0701695,1106453.4900481,1.5146129380243e-16,8.3333333333333e-14,0.20833092983053,2.6226416831485e-11,1.9189442268411e-11,8.3333333333333e-17,1.4791141972894e-16
0.000625,1e-06,0,1.7370099623084,1600289.6202176,1293494.989638,1107616.4243607,1.5146129380243e-16,8.3333333333333e-14,0.20650501036201,2.5917311543536e-11,1.9101316803837e-11,8.3333333333333e-17,1.4791141972894e-16
0.0006298828125,1e-06,0,1.7422252115476,1601695.4091451,1295304.9329068,1108772.4256127,1.5146129380243e-16,8.3333333333333e-14,0.20469506709316,2.5613906833881e-11,1.9011287418337e-11,8.3333333333333e-17,1.4791141972894e-16
0.000634765625,1e-06,0,1.7473307071718,1603085.619682,1297099.0361755,1109921.4434745,1.5146129380243e-16,8.3333333333333e-14,0.20290096382447,2.5316043568394e-11,1.891945674276e-11,8.3333333333333e-17,1.4791141972894e-16
0.0006396484375,1e-06,0,1.752327718987,1604460.5013976,1298877.4347521,1111063.4317679,1.5146129380243e-16,8.3333333333333e-14,0.20112256524786,2.5023568239017e-11,1.8825924014175e-11,8.3333333333333e-17,1.4791141972894e-16
0.00064453125,1e-06,0,1.7572175455115,1605820.2976811,1300640.2630383,1112198.348311,1.5146129380243e-16,8.3333333333333e-14,0.19935973696166,2.4736332732935e-11,1.873078515699e-11,8.3333333333333e-17,1.4791141972894e-16
0.0006494140625,1e-06,0,1.7620015110007,1607165.2459411,1302387.6545163,1113326.154768,1.5146129380243e-16,8.3333333333333e-14,0.19761234548373,2.4454194112698e-11,1.863413286418e-11,8.3333333333333e-17,1.4791141972894e-16
0.000654296875,1e-06,0,1.7666809626044,1608495.577798,1304119.7417371,1114446.8165025,1.5146129380243e-16,8.3333333333333e-14,0.19588025826293,2.4177014406844e-11,1.853605667834e-11,8.3333333333333e-17,1.4791141972894e-16
0.0006591796875,1e-06,0,1.7712572676644,1609811.5192691,1305836.656311,1115560.3024371,1.5146129380243e-16,8.3333333333333e-14,0.19416334368897,2.3904660410168e-11,1.8436643072391e-11,8.3333333333333e-17,1.4791141972894e-16
0.0006640625,1e-06,0,1.7757318111362,1611113.2909468,1307538.5288991,1116666.5849159,1.5146129380243e-16,8.3333333333333e-14,0.19246147110086,2.3637003493438e-11,1.8335975529797e-11,8.3333333333333e-17,1.4791141972894e-16
0.0006689453125,1e-06,0,1.7801059931391,1612401.1081709,1309225.489206,1117765.6395722,1.5146129380243e-16,8.3333333333333e-14,0.19077451079402,2.3373919421736e-11,1.8234134624047e-11,8.3333333333333e-17,1.4791141972894e-16
0.000673828125,1e-06,0,1.7843812266338,1613675.1811941,1310897.6659738,1118857.4452004,1.5146129380243e-16,8.3333333333333e-14,0.18910233402619,2.3115288181164e-11,1.8131198097534e-11,8.3333333333333e-17,1.4791141972894e-16
0.0006787109375,1e-06,0,1.7885589352032,1614935.7153415,1312555.1869778,1119941.9836318,1.5146129380243e-16,8.3333333333333e-14,0.18744481302216,2.2860993813428e-11,1.8027240939204e-11,8.3333333333333e-17,1.4791141972894e-16
0.00068359375,1e-06,0,1.7926405509685,1616182.9111649,1314198.1790224,1121019.2396145,1.5146129380243e-16,8.3333333333333e-14,0.18580182097757,2.2610924257729e-11,1.7922335461553e-11,8.3333333333333e-17,1.4791141972894e-16
0.0006884765625,1e-06,0,1.7966275125923,1617416.9645911,1315826.7679384,1122089.2006972,1.5146129380243e-16,8.3333333333333e-14,0.18417323206163,2.2364971199919e-11,1.7816551376191e-11,8.3333333333333e-17,1.4791141972894e-16
0.000693359375,1e-06,0,1.8005212634106,1618638.0670651,1317441.0785809,1123151.857117,1.5146129380243e-16,8.3333333333333e-14,0.18255892141909,2.2123029928068e-11,1.7709955868488e-11,8.3333333333333e-17,1.4791141972894e-16
0.0006982421875,1e-06,0,1.8043232496481,1619846.4056882,1319041.2348287,1124207.2016906,1.5146129380243e-16,8.3333333333333e-14,0.18095876517132,2.1884999194644e-11,1.7602613670782e-11,8.3333333333333e-17,1.4791141972894e-16
0.000703125,1e-06,0,1.8080349187462,1621042.1633509,1320627.3595833,1125255.2297094,1.5146129380243e-16,8.3333333333333e-14,0.17937264041673,2.1650781084443e-11,1.749458713436e-11,8.3333333333333e-17,1.4791141972894e-16
0.0007080078125,1e-06,0,1.8116577177838,1622225.518862,1322199.5747696,1126295.9388378,1.5146129380243e-16,8.3333333333333e-14,0.17780042523043,2.1420280888401e-11,1.7385936300168e-11,8.3333333333333e-17,1.4791141972894e-16
0.000712890625,1e-06,0,1.815193091982,1623396.6470719,1323758.0013366,1127329.3290153,1.5146129380243e-16,8.3333333333333e-14,0.17624199866335,2.1193406982802e-11,1.7276718967944e-11,8.3333333333333e-17,1.4791141972894e-16
0.0007177734375,1e-06,0,1.8186424833079,1624555.7189929,1325302.7592592,1128355.4023613,1.5146129380243e-16,8.3333333333333e-14,0.17469724074077,2.0970070713537e-11,1.7166990764073e-11,8.3333333333333e-17,1.4791141972894e-16
0.00072265625,1e-06,0,1.8220073291604,1625702.901914,1326833.9675397,1129374.163084,1.5146129380243e-16,8.3333333333333e-14,0.17316603246028,2.0750186285338e-11,1.7056805207992e-11,8.3333333333333e-17,1.4791141972894e-16
0.0007275390625,1e-06,0,1.82528906113,1626838.359513,1328351.7442106,1130385.6173913,1.5146129380243e-16,8.3333333333333e-14,0.17164825578936,2.0533670655763e-11,1.6946213777046e-11,8.3333333333333e-17,1.4791141972894e-16
0.000732421875,1e-06,0,1.8284891038534,1627962.2519633,1329856.2063375,1131389.7734056,1.5146129380243e-16,8.3333333333333e-14,0.17014379366245,2.0320443433301e-11,1.6835265969959e-11,8.3333333333333e-17,1.4791141972894e-16
0.0007373046875,1e-06,0,1.8316088739269,1629074.7360388,1331347.4700223,1132386.6410814,1.5146129380243e-16,8.3333333333333e-14,0.16865252997765,2.0110426780085e-11,1.6724009368776e-11,8.3333333333333e-17,1.4791141972894e-16
0.0007421875,1e-06,0,1.8346497789003,1630175.9652131,1332825.6504069,1133376.2321252,1.5146129380243e-16,8.3333333333333e-14,0.16717434959309,1.9903545318362e-11,1.6612489699303e-11,8.3333333333333e-17,1.4791141972894e-16
0.0007470703125,1e-06,0,1.8376132163427,1631266.0897572,1334290.8616771,1134358.5599186,1.5146129380243e-16,8.3333333333333e-14,0.16570913832289,1.969972604083e-11,1.6500750890129e-11,8.3333333333333e-17,1.4791141972894e-16
0.000751953125,1e-06,0,1.8405005729689,1632345.2568327,1335743.2170671,1135333.6394442,1.5146129380243e-16,8.3333333333333e-14,0.16425678293294,1.9498898224697e-11,1.6388835130119e-11,8.3333333333333e-17,1.4791141972894e-16
0.0007568359375,1e-06,0,1.8433132238299,1633413.6105819,1337182.8288637,1136301.4872138,1.5146129380243e-16,8.3333333333333e-14,0.16281717113631,1.930099334921e-11,1.6276782924442e-11,8.3333333333333e-17,1.4791141972894e-16
0.00076171875,1e-06,0,1.8460525315714,1634471.2922157,1338609.8084115,1137262.121199,1.5146129380243e-16,8.3333333333333e-14,0.16139019158845,1.9105945016339e-11,1.6164633149138e-11,8.3333333333333e-17,1.4791141972894e-16
0.0007666015625,1e-06,0,1.8487198457393,1635518.4400973,1340024.2661178,1138215.5607645,1.5146129380243e-16,8.3333333333333e-14,0.15997573388219,1.8913688874875e-11,1.6052423104245e-11,8.3333333333333e-17,1.4791141972894e-16
0.000771484375,1e-06,0,1.8513165021504,1636555.189824,1341426.3114575,1139161.8266037,1.5146129380243e-16,8.3333333333333e-14,0.1585736885425,1.8724162547385e-11,1.5940188565535e-11,8.3333333333333e-17,1.4791141972894e-16
0.0007763671875,1e-06,0,1.8538438223109,1637581.6743058,1342816.0529789,1140100.9406767,1.5146129380243e-16,8.3333333333333e-14,0.15718394702109,1.8537305560086e-11,1.5827963834768e-11,8.3333333333333e-17,1.4791141972894e-16
0.00078125,1e-06,0,1.8563031128877,1638598.0238417,1344193.5983091,1141032.9261497,1.5146129380243e-16,8.3333333333333e-14,0.15580640169088,1.8353059275458e-11,1.5715781788588e-11,8.3333333333333e-17,1.4791141972894e-16
0.0007861328125,1e-06,0,1.8586956652263,1639604.3661929,1345559.0541597,1141957.8073381,1.5146129380243e-16,8.3333333333333e-14,0.15444094584026,1.8171366827568e-11,1.5603673926069e-11,8.3333333333333e-17,1.4791141972894e-16
0.000791015625,1e-06,0,1.8610227549126,1640600.8266542,1346912.5263327,1142875.6096499,1.5146129380243e-16,8.3333333333333e-14,0.15308747366726,1.7992173059863e-11,1.5491670414868e-11,8.3333333333333e-17,1.4791141972894e-16
0.0007958984375,1e-06,0,1.8632856413872,1641587.5281223,1348254.1197264,1143786.3595324,1.5146129380243e-16,8.3333333333333e-14,0.15174588027363,1.7815424465261e-11,1.5379800136078e-11,8.3333333333333e-17,1.4791141972894e-16
0.00080078125,1e-06,0,1.8654855675887,1642564.5911626,1349583.9383412,1144690.0844203,1.5146129380243e-16,8.3333333333333e-14,0.15041606165876,1.764106912883e-11,1.5268090727837e-11,8.3333333333333e-17,1.4791141972894e-16
0.0008056640625,1e-06,0,1.8676237596463,1643532.1340735,1350902.0852864,1145586.8126856,1.5146129380243e-16,8.3333333333333e-14,0.14909791471356,1.7469056672313e-11,1.5156568627506e-11,8.3333333333333e-17,1.4791141972894e-16
0.000810546875,1e-06,0,1.869701426602,1644490.2729482,1352208.6627857,1146476.5735895,1.5146129380243e-16,8.3333333333333e-14,0.14779133721427,1.7299338201089e-11,1.5045259112758e-11,8.3333333333333e-17,1.4791141972894e-16
0.0008154296875,1e-06,0,1.8717197601782,1645439.1217347,1353503.7721839,1147359.3972361,1.5146129380243e-16,8.3333333333333e-14,0.14649622781613,1.7131866252891e-11,1.4934186341376e-11,8.3333333333333e-17,1.4791141972894e-16
0.0008203125,1e-06,0,1.8736799345668,1646378.7922944,1354787.5139529,1148235.3145275,1.5146129380243e-16,8.3333333333333e-14,0.14521248604706,1.6966594748683e-11,1.4823373389851e-11,8.3333333333333e-17,1.4791141972894e-16
