0,68.557058
5,68.557058
10,68.543343
15,68.516343
20,68.489248
25,68.458159
30,68.425919
35,68.393128
40,68.357792
45,68.318578
50,68.277692
55,68.236238
60,68.187925
65,68.138151
70,68.085413
75,68.029725
80,67.967477
85,67.894469
90,67.833567
95,67.758603
100,67.68819
105,67.620047
110,67.546356
115,67.461167
120,67.363857
125,67.272726
130,67.170469
135,67.068905
140,66.966889
145,66.865908
150,66.876041
155,66.884286
160,66.880105
165,66.852556
170,66.838928
175,66.835853
180,66.83285
185,66.828538
190,66.823889
195,66.818753
200,66.812522
205,66.806291
210,66.799752
215,66.7935
220,66.787268
225,66.781108
230,66.774947
235,66.769417
240,66.76458
245,66.760213
250,66.757372
255,66.754532
260,66.753173
265,66.752906
270,66.753031
275,66.751643
280,66.746684
285,66.740912
290,66.735358
295,66.730902
300,66.74
305,66.723326
310,66.720311
315,66.717306
320,66.715072
325,66.713059
330,66.711448
335,66.710308
340,66.709168
345,66.708336
350,66.707659
355,66.707162
360,66.706998
365,66.706836
370,66.706699
375,66.706597
380,66.706356
385,66.666839
390,66.663558
395,66.680633
400,66.689975
405,66.697892
410,66.701417
415,66.700259
420,66.696741
425,66.690897
430,66.678555
435,66.661347
440,66.640124
445,66.615404
450,66.590648
455,66.567291
460,66.530953
465,66.495311
470,66.452696
475,66.408931
480,66.364289
485,66.317672
490,66.261085
495,66.201961
500,66.131564
505,66.069877
510,65.981758
515,65.891687
520,65.80052
525,65.703979
530,65.600761
535,65.49733
540,65.393967
545,65.296799
550,65.194504
555,65.089657
560,64.975663
565,64.855761
570,64.739009
575,64.641714
580,64.597086
585,64.581673
590,64.576562
595,64.581631
600,64.541725
605,64.560481
610,64.526507
615,64.523132
620,64.52209
625,64.521136
630,64.521368
635,64.521626
640,64.521979
645,64.522898
650,64.523817
655,64.524743
660,64.525692
665,64.526641
670,64.527402
675,64.527753
680,64.528104
685,64.527962
690,64.527083
695,64.526204
700,64.53
705,64.521648
710,64.518896
715,64.51463
720,64.509345
725,64.482646
730,64.50915
735,64.466675
740,64.498756
745,64.494716
750,64.484504
755,64.473811
760,64.464333
765,64.457525
770,64.458693
775,64.465788
780,64.470538
785,64.469836
790,64.479235
795,64.497954
800,64.521839
805,64.547417
810,64.569759
815,64.585312
820,64.598419
825,64.633714
830,64.640112
835,64.646006
840,64.645648
845,64.642634
850,64.640087
855,64.639605
860,64.643087
865,64.647367
870,64.654659
875,64.663797
880,64.673512
885,64.685594
890,64.6979
895,64.710972
900,64.72469
905,64.738059
910,64.751415
915,64.764587
920,64.767136
925,64.767996
930,64.760527
935,64.749908
940,64.739224
945,64.701234
950,64.683819
955,64.647858
960,64.60469
965,64.551083
970,64.496467
975,64.44
980,64.381017
985,64.313827
990,64.245017
995,64.175141
1000,64.099725
1005,64.018836
1010,63.935039
1015,63.850182
1020,63.758015
1025,63.658055
1030,63.558356
1035,63.460137
1040,63.350235
1045,63.235901
1050,63.119053
1055,62.997871
1060,62.871336
1065,62.749965
1070,62.606024
1075,62.449744
1080,62.412667
1085,62.424855
1090,62.423267
1095,62.41794
1100,62.404261
1105,62.377929
1110,62.372906
1115,62.367882
1120,62.36276
1125,62.358901
1130,62.357275
1135,62.355648
1140,62.354021
1145,62.352394
1150,62.35114
1155,62.350066
1160,62.349158
1165,62.350061
1170,62.350965
1175,62.351884
1180,62.352884
1185,62.353883
1190,62.354882
1195,62.355882
1200,62.37
1205,62.357575
1210,62.358174
1215,62.358772
1220,62.359371
1225,62.35997
1230,62.360474
1235,62.359988
1240,62.357738
1245,62.355488
1250,62.353238
1255,62.350988
1260,62.347996
1265,62.344484
1270,62.340971
1275,62.334736
1280,62.327128
1285,62.319366
1290,62.310047
1295,62.300705
1300,62.291363
1305,62.28202
1310,62.271038
1315,62.25409
1320,62.236231
1325,62.218372
1330,62.200513
1335,62.182654
1340,62.165757
1345,62.151344
1350,62.103725
1355,62.056776
1360,62.011542
1365,61.966621
1370,61.922525
1375,61.878408
1380,61.834246
1385,61.786529
1390,61.743286
1395,61.682105
1400,61.619735
1405,61.553698
1410,61.486204
1415,61.414608
1420,61.335831
1425,61.249735
1430,61.165671
1435,61.083531
1440,60.996158
1445,60.899946
1450,60.803663
1455,60.695434
1460,60.584708
1465,60.456588
1470,60.354134
1475,60.288773
1480,60.257558
1485,60.254142
1490,60.261424
1495,60.269449
1500,60.261621
1505,60.210706
1510,60.212262
1515,60.243158
1520,60.215373
1525,60.213356
1530,60.2101
1535,60.206843
1540,60.203369
1545,60.198758
1550,60.194146
1555,60.189534
1560,60.184515
1565,60.179527
1570,60.177844
1575,60.1762
1580,60.174452
1585,60.172697
1590,60.170941
1595,60.169357
1600,60.19
1605,60.166858
1610,60.165784
1615,60.165633
1620,60.165786
1625,60.165939
1630,60.166302
1635,60.168199
1640,60.170097
1645,60.171995
1650,60.172446
1655,60.170265
1660,60.168084
1665,60.165902
1670,60.167198
1675,60.168741
1680,60.170284
1685,60.168406
1690,60.164196
1695,60.153653
1700,60.14032
1705,60.124409
1710,60.108499
1715,60.09015
1720,60.068842
1725,60.047535
1730,60.023963
1735,59.988116
1740,59.951038
1745,59.911897
1750,59.869903
1755,59.82791
1760,59.784228
1765,59.737817
1770,59.691407
1775,59.634895
1780,59.570861
1785,59.506826
1790,59.440902
1795,59.36993
1800,59.303217
1805,59.2316
1810,59.156092
1815,59.071583
1820,58.973476
1825,58.873393
1830,58.772097
1835,58.670663
1840,58.569776
1845,58.471552
1850,58.368005
1855,58.258616
1860,58.134383
1865,58.052492
1870,58.050758
1875,58.050457
1880,58.021225
1885,58.005878
1890,57.996691
1895,57.993942
1900,57.99749
1905,57.999029
1910,57.956119
1915,57.933257
1920,57.92624
1925,57.921473
1930,57.919998
1935,57.918872
1940,57.915025
1945,57.90631
1950,57.901634
1955,57.893664
1960,57.884727
1965,57.876979
1970,57.871888
1975,57.867164
1980,57.864676
1985,57.862188
1990,57.861323
1995,57.861506
2000,57.88
2005,57.862208
2010,57.861993
2015,57.861365
2020,57.85987
2025,57.856613
2030,57.851687
2035,57.844064
2040,57.83659
2045,57.835786
2050,57.835642
2055,57.83717
2060,57.837048
2065,57.834463
2070,57.830593
2075,57.823458
2080,57.816324
2085,57.80919
2090,57.800109
2095,57.784181
2100,57.76491
2105,57.745639
2110,57.723294
2115,57.698113
2120,57.672932
2125,57.647752
2130,57.61157
2135,57.570213
2140,57.528857
2145,57.4875
2150,57.439901
2155,57.391667
2160,57.343422
2165,57.283539
2170,57.215516
2175,57.147428
2180,57.079339
2185,57.00949
2190,56.934109
2195,56.856223
2200,56.763494
2205,56.679027
2210,56.604148
2215,56.501552
2220,56.410466
2225,56.276431
2230,56.170816
2235,56.043294
2240,55.874583
2245,56.188693
2250,55.730316
2255,53.339761
2260,54.452566
2265,44.542334
2270,35.611053
2275,33.295663
2280,32.958723
2285,32.631974
2290,32.170285
2295,31.734213
2300,31.093527
2305,30.41585
2310,29.885996
2315,29.527336
2320,29.530503
2325,29.503797
2330,29.48176
2335,29.463562
2340,29.448107
2345,29.436094
2350,29.425854
2355,29.418626
2360,29.412747
2365,29.38883
2370,29.371119
2375,29.363059
2380,29.360639
2385,29.360254
2390,29.359185
2395,29.35425
2400,29.36
2405,29.318406
2410,29.36223
2415,29.349441
2420,29.331382
2425,29.316564
2430,29.305916
2435,29.296299
2440,29.293027
2445,29.289755
2450,29.292622
2455,29.296778
2460,29.304763
2465,29.316486
2470,29.329673
2475,29.34919
2480,29.368718
2485,29.395375
2490,29.42301
2495,29.365351
2500,29.256585
2505,30.527986
2510,31.251318
2515,30.887406
2520,31.26
2525,31.243095
2530,31.243095
2535,31.243095
2540,31.243095
2545,31.243095
2550,31.243095
2555,31.067218
2560,32.004309
2565,32.868054
2570,32.903074
2575,33.401863
2580,33.23
2585,33.216141
2590,33.218112
2595,33.224415
2600,33.231248
2605,33.23353
2610,34.128267
2615,34.568647
2620,35.23
2625,35.294732
2630,35.197731
2635,35.197731
2640,35.197731
