time,aperture_open_pp,axial_command_m_pp,bb_dilation_angle_pp,bb_effective_normal_stress_pp,bb_jrc_mobilized_pp,bb_law_normal_stress_pp,bb_limit_tau_pp,bb_mu_peak_pp,bb_normal_closure_pp,bb_normal_closure_um_pp,bb_normal_stiffness_tangent_pp,bb_peak_friction_angle_pp,bulk_delta_x_pp,bulk_delta_z_pp,bulk_disp_x_lower_pp,bulk_disp_x_upper_pp,bulk_disp_z_lower_pp,bulk_disp_z_upper_pp,bulk_normal_dilation_paper_mm_pp,bulk_shear_slip_mm_pp,cohesion_effective_pp,cumulative_dilation_pp,cumulative_plastic_slip_pp,czm_dn_pp,czm_dn_total_pp,czm_ds_1_pp,czm_ds_2_pp,czm_normal_dilation_paper_mm_pp,czm_shear_slip_mm_pp,czm_sigma_n_pp,czm_tau_1_pp,czm_tau_2_pp,differential_stress_biot_corrected_injection_pp,differential_stress_biot_corrected_pp,differential_stress_mpa_pp,differential_stress_reaction_mpa_pp,differential_stress_skeleton_bulk_pp,dilation_jump_increment_pp,effective_normal_compression_mpa_pp,effective_normal_compression_pp,effective_normal_paper_frame_mpa_pp,flow_mass_imbalance_fraction_pp,flow_rate_mesh_geometry_ml_min_pp,flow_rate_outlet_residual_volume_ml_min_pp,flow_rate_pp,flow_rate_reference_area_ml_min_pp,flow_rate_residual_volume_ml_min_pp,flow_rate_validation_ml_min_pp,frac_normal_dilation_paper_mm,frac_normal_jump_avg,fracture_interface_area_pp,fracture_permeability_1e13_m2_pp,fracture_permeability_pp,fracture_pressure_mean_pp,friction_coefficient_effective_pp,hydraulic_aperture_pp,hydraulic_aperture_um_pp,inj_reaction_sum_pp,inj_saveiin_sum_legacy_pp,injection_pressure_pp,interface_pressure_pp,limit_tau_pp,machine_spring_gap_m_pp,machine_spring_sigma1_mpa_pp,mechanical_aperture_pp,mechanical_aperture_raw_pp,normal_stress_aperture_pp,normal_stress_aperture_um_pp,plastic_slip_increment_pp,pp_drop_pp,pp_outlet_pp,prod_reaction_sum_pp,prod_saveiin_sum_legacy_pp,reaction_vs_machine_spring_mpa_pp,reported_czm_shear_slip_mm_pp,roughness_state_pp,shear_stress_paper_frame_mpa_pp,shear_traction_magnitude_pa,sigma1_fault_mpa_pp,sigma1_pp,sigma1_reaction_mpa_pp,sigma3_bulk_mpa_pp,sigma3_fault_mpa_pp,slip_damage_aperture_pp,slip_damage_aperture_um_pp,stress_xx_bulk_pp,stress_xx_fault_pp,stress_zz_fault_pp,stress_zz_top_pp,top_boundary_area_pp,top_disp_z_mean_m_pp,top_reaction_z_abs,top_reaction_z_raw
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,0,-3.426132e-05,1.327,33180176.824099,4.23,33180176.824099,16803299.603664,0.47628989831971,4.4636953590761e-05,44.636953590761,8179633651256.3,25.467986604428,3.5880220223867e-07,4.499195820065e-07,2.2617938111096e-07,5.8498158334963e-07,2.4336817120633e-08,4.7425639912713e-07,-8.5772031069242e-05,0.00056904288879704,1000000,0,0,-3.0695359076087e-07,-3.0695359076087e-07,7.3887216451009e-11,2.3674869974539e-08,0.00030695359076087,2.3674985272056e-05,-33180176.824099,738.87216451009,236748.69974539,3.8759182917944,2.0101326911541,2.0669185266219,0.49368286276827,0.45900295074364,0,33.180176824099,33180176.824099,30.115921104553,1.9944154330958,9.445293915559e-05,0.043010232364782,7.2086291324752e-07,0.01153507871669,0.043251774794851,9.5370694206928e-05,0.00030695359076087,-3.0695359076087e-07,0.0039214044199012,1.304680281496,1.304680281496e-13,-94643.059112935,0.47628989831971,1.2670974340081e-06,1.2670974340081,7.2086291324752e-07,8.836684614268e-11,3014999.6086209,-94643.059112935,16803299.603664,3.4791949497781e-05,33.511257836768,0,-3.0695359076087e-07,2.2107761598561e-07,0.22107761598561,0,14999.994963808,2999999.6136571,7.1683720607971e-07,8.6891086273526e-11,-0.017574973999423,2.3674985272056e-05,0.64,0.21377095028518,236749.85272056,32.394390650924,32066918.526622,33.493682862768,31.607915575878,32.113488075361,0,0,-31607915.575878,-32113488.075361,-32394390.650924,-32066918.526622,0.0019608959947736,5.3062949778102e-07,65712.091272004,-65712.091272004
2,0,-3.426132e-05,1.327,31036487.912961,4.23,31036487.912961,15863944.582241,0.47891867757516,4.433643296354e-05,44.33643296354,6227324413786.9,25.590630660402,1.5904540794478e-07,5.2320960570979e-07,3.2780361022185e-07,4.8684901816663e-07,1.035483742404e-08,5.3356444313383e-07,0.00012386743921945,0.00053263551402111,1000000,0,0,-6.4329635401896e-09,-6.4329635401896e-09,6.0937708834502e-11,2.5527819133286e-08,6.4329635401896e-06,2.5527891865685e-05,-31036487.912961,609.37708834502,255278.19133286,3.9556690898581,3.3761886689351,2.1196692178187,0.55900052002135,0.54012551967997,0,31.036487912961,31036487.912961,30.109750335558,1.9507931360326,0.00053487175820733,0.014177158341084,2.4851459628468e-07,0.059219142546247,0.014910875777081,0.00054006885701973,6.4329635401896e-06,-6.4329635401896e-09,0.0039214044199012,1.6745018259619,1.6745018259619e-13,2094199.085194,0.47891867757516,1.4227701110676e-06,1.4227701110676,2.4851459628468e-07,5.7555756842759e-11,3059999.7867324,2094199.085194,15863944.582241,3.485979896787e-05,33.576609767862,3.0491506811488e-09,-6.4329635401896e-09,3.8751548690482e-07,0.38751548690482,0,59999.984570881,2999999.8021616,2.3628597235139e-07,5.3610606772285e-11,-0.017609247841136,2.5527891865685e-05,0.64,0.2420543255336,255278.91865685,32.206029799575,32119669.217819,33.559000520021,31.579543698139,31.678124824393,0,0,-31579543.698139,-31678124.824393,-32206029.799575,-32119669.217819,0.0019608959947736,5.9847896786977e-07,65840.239611877,-65840.239611877
3.8,7.3385587141328e-08,-3.6805344226415e-05,1.327,30554582.638255,4.23,30554582.638255,15652006.845282,0.47953551361796,4.4256614412859e-05,44.256614412859,5844674980774.3,25.619372250167,1.1900674219791e-07,-7.8427370671822e-07,4.6100632348324e-07,5.8001306568114e-07,-7.268542876577e-08,-8.5695913548399e-07,-0.00049519971532413,0.00061969758243921,1000000,0,0,7.3385587141328e-08,7.3385587141328e-08,3.236892332211e-11,7.0995032933284e-08,-7.3385587141328e-05,7.0995040312301e-05,-30554582.638255,323.6892332211,709950.32933284,4.8379396979065,4.6810868175419,2.9695397530689,1.6111119664147,1.5934131688941,0,30.554582638255,30554582.638255,30.345778070079,1.6685664504468,0.0010896386701524,0.0025873799809558,6.4500693467011e-08,0.11851980079825,0.0038700416080207,0.0011002261796847,-7.3385587141328e-05,7.3385587141328e-08,0.0039214044199012,1.7638466047988,1.7638466047988e-13,2852578.4407883,0.47953551361796,1.456222744218e-06,1.456222744218,6.4500693467011e-08,2.2191343311968e-11,3113999.9080626,2852578.4407883,15652006.845282,3.5952691862776e-05,34.629273275307,7.3385587141328e-08,7.3385587141328e-08,4.247850239774e-07,0.4247850239774,0,113999.97307577,2999999.9349868,4.3122999682597e-08,1.5582897996697e-11,-0.018161308892758,7.0995040312301e-05,0.64,0.69763194562813,709950.40312301,32.980281185601,32969539.753069,34.611111966415,31.376126584175,31.348114238104,0,0,-31376126.584175,-31348114.238104,-32980281.185601,-32969539.753069,0.0019608959947736,-8.5265236363881e-07,67904.403283486,-67904.403283486
5.96,6.3475604148115e-08,-3.9858173298113e-05,1.327,30612739.64692,4.23,30612739.64692,15677599.480664,0.47946053026176,4.4266524395852e-05,44.266524395852,5889807277609.5,25.615879142233,1.379108756776e-07,-2.3844461253584e-06,5.8566727454313e-07,7.2357815022072e-07,-1.6780142866746e-07,-2.5522475540258e-06,-0.0013116573844741,0.0019960354806769,1000000,0,0,6.3475604148115e-08,6.3475604148115e-08,2.1327384460077e-11,1.2474385754373e-07,-6.3475604148115e-05,0.00012474385936689,-30612739.64692,213.27384460077,1247438.5754373,5.8785258234927,5.8356066384818,3.9712458313689,2.8487173038242,2.8240157056526,0,30.61273964692,30612739.64692,30.622779319255,0.96624461928209,0.0016885821242123,0.001258021002733,1.0663483325829e-08,0.18474133246355,0.00063980899954976,0.0017049892872709,-6.3475604148115e-05,6.3475604148115e-08,0.0039214044199012,1.7529571611028,1.7529571611028e-13,3107268.0118548,0.47946053026176,1.4503967347383e-06,1.4503967347383,1.0663483325829e-08,1.1535290542793e-12,3178799.9868731,3107268.0118548,15677599.480664,3.7238268691955e-05,35.867528021405,6.3475604148115e-08,6.3475604148115e-08,4.2029661568521e-07,0.42029661568521,0,178799.9603435,3000000.0265296,-2.0967016712216e-08,-8.4006038083681e-12,-0.018810717580365,0.00012474385936689,0.64,1.2335307766561,1247438.5936689,33.998680575888,33971245.831369,35.848717303824,31.147230125716,31.14027186675,0,0,-31147230.125716,-31140271.86675,-33998680.575888,-33971245.831369,0.0019608959947736,-2.6199046061577e-06,70332.4920435,-70332.4920435
8.552,2.329340379984e-08,-4.3521568184151e-05,1.327,30853230.102553,4.23,30853230.102553,15783385.231644,0.47915201041612,4.43067065962e-05,44.3067065962,6079399687281.7,25.601504562955,1.7008766809559e-07,-4.3204661390356e-06,7.2805193427995e-07,8.9813960237554e-07,-2.8046344767938e-07,-4.6009295867149e-06,-0.002307533310959,0.0036565895985475,1000000,0,0,2.329340379984e-08,2.329340379984e-08,3.0711879702246e-11,1.8890597343242e-07,-2.329340379984e-05,0.00018890597592895,-30853230.102553,307.11879702246,1889059.7343242,7.1206810593558,7.1067760588203,5.1667450297421,4.3244444078568,4.2834449294109,0,30.853230102553,30853230.102553,30.952831025494,10.229112705368,0.0023262405732883,0.0028769182616627,5.1953680949729e-09,0.25832003349756,0.00031172208569837,0.0023488435653799,-2.329340379984e-05,2.329340379984e-08,0.0039214044199012,1.7082203155859,1.7082203155859e-13,3233385.0484636,0.47915201041612,1.4308380496969e-06,1.4308380496969,-5.1953680949729e-09,-1.3644509427644e-11,3256560.0493562,3233385.0484636,15783385.231644,3.8771197249127e-05,37.344029478387,2.329340379984e-08,2.329340379984e-08,4.0170816172929e-07,0.40170816172929,0,256559.94577132,3000000.1035849,-4.7948637694379e-08,-2.6565299286724e-11,-0.019585070530276,0.00018890597592895,0.64,1.8725393572288,1889059.7592895,35.268328957891,35166745.029742,37.324444407857,30.883300100331,30.975312728709,0,0,-30883300.100331,-30975312.728709,-35268328.957891,-35166745.029742,0.0019608959947736,-4.7503709350235e-06,73227.757832876,-73227.757832876
11.6624,0,-4.7917642047396e-05,1.327,31186027.844463,4.23,31186027.844463,15929656.502458,0.47872913942225,4.4360260078279e-05,44.360260078279,6349764399094.4,25.581796505175,2.0080332101489e-07,-6.6538642993364e-06,9.0031836876906e-07,1.101121689784e-06,-4.1521287713304e-07,-7.0690771764694e-06,-0.0035008329268314,0.0056620138560522,1000000,0,0,-3.026007827896e-08,-3.026007827896e-08,5.7646888250477e-11,2.6570332800767e-07,3.026007827896e-05,0.00026570333426119,-31186027.844463,576.46888250477,2657033.2800767,8.6081802365168,8.5995789929049,6.5982569734353,6.0906343102945,6.0224442340374,0,31.186027844463,31186027.844463,31.347722436905,7.1011060572771,0.0029966692001573,0.0039059590066289,1.0670084434855e-08,0.33968777782543,0.00064020506609127,0.0030257864337788,3.026007827896e-05,-3.026007827896e-08,0.0039214044199012,1.6471967280214,1.6471967280214e-13,3335536.6991158,0.47872913942225,1.4039289358475e-06,1.4039289358475,-1.0670084434855e-08,-2.5815075590615e-11,3349872.1051357,3335536.6991158,15929656.502458,4.0605847387213e-05,39.111146144889,0,-3.026007827896e-08,3.7592251022245e-07,0.37592251022245,0,349871.92893428,3000000.1762015,-6.5099316777149e-08,-4.261475807052e-11,-0.020511834594906,0.00026570333426119,0.64,2.6373220189381,2657033.3426119,36.819936030382,36598256.973435,39.090634310295,30.575812739398,30.819167053818,0,0,-30575812.739398,-30819167.053818,-36819936.030382,-36598256.973435,0.0019608959947736,-7.3117946601835e-06,76692.889826518,-76692.889826518
15.39488,0,-5.3192930683291e-05,1.327,31596045.384342,4.23,31596045.384342,16109680.687664,0.47821450974365,4.4423126113264e-05,44.423126113264,6695958234514.5,25.557803225996,2.240314387651e-07,-9.4621114710879e-06,1.1112098021443e-06,1.3352412409094e-06,-5.7682977275812e-07,-1.0038941243846e-05,-0.0049250726527609,0.0080824131880197,1000000,0,0,-9.3126113263759e-08,-9.3126113263759e-08,9.8161933316383e-11,3.57685311118e-07,9.3126113263759e-05,0.00035768532458761,-31596045.384342,981.61933316383,3576853.11118,10.391128284189,10.380446399193,8.3140203493988,8.2065833876561,8.0978719255239,0,31.596045384342,31596045.384342,31.820722443618,7.0185803901672,0.003681068920249,0.0047639604507761,1.319237024332e-08,0.42832711651219,0.00079154221459918,0.0037168361459816,9.3126113263759e-05,-9.3126113263759e-08,0.0039214044199012,1.5734492559749,1.5734492559749e-13,3444043.4163242,0.47821450974365,1.3706525572738e-06,1.3706525572738,-1.319237024332e-08,-3.680758952953e-11,3461846.5579829,3444043.4163242,16109680.687664,4.28038139035e-05,41.228205513712,0,-9.3126113263759e-08,3.4408397705136e-07,0.34408397705136,0,461846.30937473,3000000.2486082,-7.9399340846269e-08,-5.8108329026578e-11,-0.021622126056116,0.00035768532458761,0.64,3.5535548459928,3576853.2458761,38.701532770447,38314020.349399,41.206583387656,30.216148423875,30.656752990917,0,0,-30216148.423875,-30656752.990917,-38701532.770447,-38314020.349399,0.0019608959947736,-1.0389116779791e-05,80844.22306354,-80844.22306354
19.873856,0,-5.9523277046364e-05,1.327,32088196.536634,4.23,32088196.536634,16325498.148139,0.47760582351478,4.4494326827855e-05,44.494326827855,7131181570033.7,25.529412367396,2.3494610840827e-07,-1.2839397610456e-05,1.3698643520515e-06,1.6048104604598e-06,-7.7085931597896e-07,-1.3610256926435e-05,-0.0066231681036301,0.01100177144574,1000000,0,0,-1.6432682785457e-07,-1.6432682785457e-07,1.482473771606e-10,4.6787684548824e-07,0.00016432682785457,0.00046787686897442,-32088196.536634,1482.473771606,4678768.4548824,12.529181961034,12.514370178992,10.371452427333,10.742397522938,10.576588805813,0,32.088196536634,32088196.536634,32.3874912745,7.1481762002043,0.0043469509130702,0.0055450444315079,1.5031678368087e-08,0.52258494600351,0.00090190070208521,0.0043891882028152,0.00016432682785457,-1.6432682785457e-07,0.0039214044199012,1.4870591154784,1.4870591154784e-13,3571529.5860981,0.47760582351478,1.3305433601198e-06,1.3305433601198,-1.5031678368087e-08,-4.7277475527864e-11,3596215.8895026,3571529.5860981,16325498.148139,4.543792009278e-05,43.765350254165,0,-1.6432682785457e-07,3.0581988575219e-07,0.30581988575219,0,596215.56653496,3000000.3229676,-9.2417407191798e-08,-7.3842206408982e-11,-0.022952731226297,0.00046787686897442,0.64,4.6515945762078,4678768.6897442,40.975465502851,40371452.427333,43.742397522938,29.79486362152,30.47951879823,0,0,-29794863.62152,-30479518.79823,-40975465.502851,-40371452.427333,0.0019608959947736,-1.4085356953584e-05,85819.300023254,-85819.300023254
24.873856,0,-6.6590011008628e-05,1.327,32632693.811593,4.23,32632693.811593,16563933.968093,0.47694353381098,4.4568074006042e-05,44.568074006042,7638606680772,25.498505982125,2.2932651161084e-07,-1.6615674876458e-05,1.6646162464563e-06,1.8939427580672e-06,-9.8764630717157e-07,-1.760332118363e-05,-0.0085064400230452,0.01427493328823,1000000,0,0,-2.3807400604247e-07,-2.3807400604247e-07,2.0056549134631e-10,5.9070372790285e-07,0.00023807400604247,0.0005907037619525,-32632693.811593,2005.6549134631,5907037.2790285,14.915252672132,14.89770416337,12.667523109627,13.570126350654,13.332517994792,0,32.632693811593,32632693.811593,33.019423420906,7.0680689929154,0.0049132477618315,0.0062122905524606,1.7062788177792e-08,0.61329252769065,0.0010237672906675,0.0049609874933021,0.00023807400604247,-2.3807400604247e-07,0.0039214044199012,1.3943700078825,1.3943700078825e-13,3716968.4229051,0.47694353381098,1.2860860138328e-06,1.2860860138328,-1.7062788177792e-08,-5.7015704127672e-11,3746215.9375079,3716968.4229051,16563933.968093,4.837525603671e-05,46.594562861999,0,-2.3807400604247e-07,2.6350385434216e-07,0.26350385434216,0,746215.5415002,3000000.3960077,-1.0353817587434e-07,-8.9372235665907e-11,-0.024436511345257,0.0005907037619525,0.64,5.8760370761153,5907037.619525,43.526442271586,42667523.109627,46.570126350654,29.335005114835,30.29378518752,0,0,-29335005.114835,-30293785.18752,-43526442.271586,-42667523.109627,0.0019608959947736,-1.8214754971918e-05,91367.091694317,-91367.091694317
