time,aperture_open_pp,axial_command_m_pp,bb_dilation_angle_pp,bb_effective_normal_stress_pp,bb_jrc_mobilized_pp,bb_law_normal_stress_pp,bb_limit_tau_pp,bb_mu_peak_pp,bb_normal_closure_pp,bb_normal_closure_um_pp,bb_normal_stiffness_tangent_pp,bb_peak_friction_angle_pp,bulk_delta_x_pp,bulk_delta_z_pp,bulk_disp_x_lower_pp,bulk_disp_x_upper_pp,bulk_disp_z_lower_pp,bulk_disp_z_upper_pp,bulk_normal_dilation_paper_mm_pp,bulk_shear_slip_mm_pp,cohesion_effective_pp,cumulative_dilation_pp,cumulative_plastic_slip_pp,czm_dn_pp,czm_dn_total_pp,czm_ds_1_pp,czm_ds_2_pp,czm_normal_dilation_paper_mm_pp,czm_shear_slip_mm_pp,czm_sigma_n_pp,czm_tau_1_pp,czm_tau_2_pp,differential_stress_biot_corrected_injection_pp,differential_stress_biot_corrected_pp,differential_stress_mpa_pp,differential_stress_reaction_mpa_pp,differential_stress_skeleton_bulk_pp,dilation_jump_increment_pp,effective_normal_compression_mpa_pp,effective_normal_compression_pp,effective_normal_paper_frame_mpa_pp,flow_mass_imbalance_fraction_pp,flow_rate_mesh_geometry_ml_min_pp,flow_rate_outlet_residual_volume_ml_min_pp,flow_rate_pp,flow_rate_reference_area_ml_min_pp,flow_rate_residual_volume_ml_min_pp,flow_rate_validation_ml_min_pp,frac_normal_dilation_paper_mm,frac_normal_jump_avg,fracture_interface_area_pp,fracture_permeability_1e13_m2_pp,fracture_permeability_pp,fracture_pressure_mean_pp,friction_coefficient_effective_pp,hydraulic_aperture_pp,hydraulic_aperture_um_pp,inj_reaction_sum_pp,injection_pressure_pp,interface_pressure_pp,limit_tau_pp,machine_spring_gap_m_pp,machine_spring_sigma1_mpa_pp,mechanical_aperture_pp,mechanical_aperture_raw_pp,normal_stress_aperture_pp,normal_stress_aperture_um_pp,plastic_slip_increment_pp,pp_drop_pp,pp_outlet_pp,prod_reaction_sum_pp,reaction_vs_machine_spring_mpa_pp,reported_czm_shear_slip_mm_pp,roughness_state_pp,shear_stress_paper_frame_mpa_pp,shear_traction_magnitude_pa,sigma1_fault_mpa_pp,sigma1_pp,sigma1_reaction_mpa_pp,sigma3_bulk_mpa_pp,sigma3_fault_mpa_pp,slip_damage_aperture_pp,slip_damage_aperture_um_pp,stress_xx_bulk_pp,stress_xx_fault_pp,stress_zz_fault_pp,stress_zz_top_pp,top_boundary_area_pp,top_disp_z_mean_m_pp,top_reaction_z_abs,top_reaction_z_raw
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5,4.6796193856627e-09,-8.133608e-05,1.327,30967434.426423,4.23,30967434.426423,14833594.130433,0.47900642257116,4.4325320380614e-05,44.325320380614,6171231356045.7,25.594720045924,1.8015355691638e-07,7.953108439293e-07,2.9294534266342e-07,4.730988995798e-07,2.7712641481667e-08,8.2302348541097e-07,0.00024163786509294,0.00077883617320621,0,0,0,4.6796193856627e-09,4.6796193856627e-09,3.2351572911729e-11,1.653279168233e-08,-4.6796193856627e-06,1.653282333528e-05,-30967434.426423,323.51572911729,165327.9168233,3.7569499416917,3.2188874713012,1.9479500725568,0.35197992115662,0.34217951044859,0,30.967434426423,30967434.426423,30.080495194805,1.9651690209992,5.5046155587649e-05,3.3972018842596e-06,5.866333271421e-11,0.0082453220701018,3.5197999628526e-06,5.5581013346433e-05,-4.6796193856627e-06,4.6796193856627e-09,0.0039214044199012,0.93259100569744,9.3259100569744e-14,2118228.9979073,0.47900642257116,1.0583935983787e-06,1.0583935983787,5.866333271421e-11,3014999.7818916,2118228.9979073,14833594.130433,8.2247561224751e-05,33.369480540106,7.4786722468512e-09,4.6796193856627e-09,2.7871970285948e-08,0.027871970285948,0,14999.99281403,2999999.7890775,5.6620031404327e-11,-0.017500618949441,1.653282333528e-05,0.64,0.15241177667184,165328.2333528,31.977083648677,31947950.072557,33.351979921157,31.605770562108,31.626724077638,0,0,-31605770.562108,-31626724.077638,-31977083.648677,-31947950.072557,0.0019608959947736,9.1148122475122e-07,65434.080738769,-65434.080738769
2,1.0638498265784e-07,-8.133608e-05,1.327,30364146.830891,4.23,30364146.830891,14568173.291364,0.47978209901372,4.4223615017342e-05,44.223615017342,5698850733525.1,25.630857993004,1.2106291512934e-07,8.3850054535587e-07,3.2507525644837e-07,4.4613817157772e-07,2.1933343378939e-08,8.6043388873481e-07,0.00031440671271973,0.00078669423092996,0,0,0,1.0638498265784e-07,1.0638498265784e-07,9.9497332460817e-12,1.6912753268269e-08,-0.00010638498265784,1.6912756194971e-05,-30364146.830891,99.497332460817,169127.53268269,3.7985589150392,3.6044563976902,1.9625590071781,0.36743373143786,0.37064847171674,0,30.364146830891,30364146.830891,30.061858578069,1.8930266331741,0.00022312144130408,2.1063303215676e-06,3.9310703684932e-11,0.033289706968497,2.3586422210959e-06,0.00022528940803597,-0.00010638498265784,1.0638498265784e-07,0.0039214044199012,0.94131177687674,9.4131177687674e-14,2736495.6508535,0.47978209901372,1.0630783721125e-06,1.0630783721125,3.9310703684932e-11,3059999.8464352,2736495.6508535,14568173.291364,8.2285671052422e-05,33.384942459388,1.0638498265784e-07,1.0638498265784e-07,3.2707844580247e-08,0.032707844580247,0,59999.983289113,2999999.8631461,3.5105505359461e-11,-0.017508727950599,1.6912756194971e-05,0.64,0.15910347281625,169127.56194971,31.891162595204,31962559.007178,33.367433731438,31.591910535461,31.462974678554,0,0,-31591910.535461,-31462974.678554,-31891162.595204,-31962559.007178,0.0019608959947736,9.4959105242152e-07,65464.399954361,-65464.399954361
3.8,1.0595783843345e-07,-8.5352505584906e-05,1.327,30366560.552113,4.23,30366560.552113,14569236.340197,0.47977895676262,4.4224042161567e-05,44.224042161567,5700668052957.7,25.630711653024,1.441526458711e-07,-4.9142962544352e-07,4.2636889753641e-07,5.7052154340751e-07,-5.7488193184253e-08,-5.4891781862777e-07,-0.00037055466606887,0.00035351421687081,0,0,0,1.0595783843345e-07,1.0595783843345e-07,-2.6703596251124e-12,6.1762597832447e-08,-0.00010595783843345,6.1762597890174e-05,-30366560.552113,-26.703596251124,617625.97832447,4.6669078751987,4.5964071816213,2.7985079180098,1.4007489134532,1.4010780768392,0,30.366560552113,30366560.552113,30.293187285702,1.5502934187858,0.00042373944688958,5.0298313690212e-07,1.5233786186647e-11,0.063247960929215,9.1402717119882e-07,0.00042785672498924,-0.00010595783843345,1.0595783843345e-07,0.0039214044199012,0.9412748036342,9.412748036342e-14,2996498.7726859,0.47977895676262,1.062918437756e-06,1.062918437756,1.5233786186647e-11,3113999.9286481,2996498.7726859,14569236.340197,8.4833875203821e-05,34.418799847694,1.0595783843345e-07,1.0595783843345e-07,3.2687409508128e-08,0.032687409508128,0,113999.97197451,2999999.9566736,8.383052281702e-12,-0.018050934241096,6.1762597890174e-05,0.64,0.60654207168697,617625.97890174,32.726745461952,32798507.91801,34.400748913453,31.397429841171,31.269659001623,0,0,-31397429.841171,-31269659.001623,-32726745.461952,-32798507.91801,0.0019608959947736,-5.1863038108452e-07,67491.686766371,-67491.686766371
5.96,7.7978081822734e-08,-9.0172216286792e-05,1.327,30527806.841808,4.23,30527806.841808,14640222.206218,0.4795700938813,4.4252021918177e-05,44.252021918177,5824003994567.8,25.620983095557,1.8174735710739e-07,-2.105445137437e-06,5.4125439533917e-07,7.2300175244657e-07,-1.5166470047669e-07,-2.2571098379137e-06,-0.0012101203970442,0.0017324952967412,0,0,0,7.7978081822734e-08,7.7978081822734e-08,4.4830113081695e-13,1.1542632630173e-07,-7.7978081822734e-05,0.0001154263263026,-30527806.841808,4.4830113081696,1154263.2630173,5.7055872766827,5.684464935401,3.7983072797574,2.6354477278255,2.6263972206106,0,30.527806841808,30527806.841808,30.569461916658,8.9869816585697,0.00066186142409733,6.7408885898076e-07,1.4066408058283e-12,0.098945115080369,8.4398448349696e-08,0.00066829242212324,-7.7978081822734e-05,7.7978081822734e-08,0.0039214044199012,0.93886163359763,9.3886163359763e-14,3143596.0927394,0.4795700938813,1.0614554591666e-06,1.0614554591666,-1.4066408058283e-12,3178799.9948754,3143596.0927394,14640222.206218,8.7878700916666e-05,35.65414653591,7.7978081822734e-08,7.7978081822734e-08,3.1352145439846e-08,0.031352145439846,0,178799.95915443,3000000.035721,-1.1234814316346e-11,-0.018698808084352,0.0001154263263026,0.64,1.1411823413214,1154263.263026,33.771901150517,33798307.279757,35.635447727826,31.171910059147,31.1094467771,0,0,-31171910.059147,-31109446.7771,-33771901.150517,-33798307.279757,0.0019608959947736,-2.2935153701261e-06,69914.073146391,-69914.073146391
8.552,3.707775849382e-08,-9.5955869129057e-05,1.327,30769898.84813,4.23,30769898.84813,14746737.758201,0.47925864216628,4.4292922241506e-05,44.292922241506,6013180159864.4,25.606473135094,2.2267613299669e-07,-4.0540353800436e-06,6.7922648011853e-07,9.0190261311521e-07,-2.6431677027928e-07,-4.3183521503228e-06,-0.0022198608780134,0.0033995595604603,0,0,0,3.707775849382e-08,3.707775849382e-08,1.8680958786027e-11,1.7972221441363e-07,-3.707775849382e-05,0.00017972221538451,-30769898.84813,186.80958786027,1797222.1441363,6.950422710015,6.9569909851401,4.9964866770602,4.1143809542255,4.088188500766,0,30.76989884813,30769898.84813,30.900315155853,2.8697106926789,0.00094410146668074,1.7057888791703e-06,1.5205461873946e-11,0.14144546223828,9.1232771243676e-07,0.00095327485924817,-3.707775849382e-05,3.707775849382e-08,0.0039214044199012,0.93535143257295,9.3535143257295e-14,3267507.1801333,0.47925864216628,1.0593638854863e-06,1.0593638854863,-1.5205461873946e-11,3256560.0549248,3267507.1801333,14746737.758201,9.152582026817e-05,37.133855799202,3.707775849382e-08,3.707775849382e-08,2.9406931599763e-08,0.029406931599763,0,256559.94444257,3000000.1104822,-2.8429814652839e-11,-0.019474844976479,0.00017972221538451,0.64,1.7815792136031,1797222.1538451,35.052312792816,34996486.67706,37.114380954225,30.908298176294,30.955477059552,0,0,-30908298.176294,-30955477.059552,-35052312.792816,-34996486.67706,0.0019608959947736,-4.4300488608865e-06,72815.629107155,-72815.629107155
11.6624,0,-0.00010289625253977,1.327,31083478.270405,4.23,31083478.270405,14884597.948813,0.47885896365684,4.4343997005086e-05,44.343997005086,6265486756047,25.58784767853,2.6311321279954e-07,-6.4024882608663e-06,8.4701316031312e-07,1.1101263731127e-06,-3.9939486321159e-07,-6.8018831240779e-06,-0.0034291068567889,0.0054131608749421,0,0,0,-1.3997005085626e-08,-1.3997005085626e-08,5.0405219086716e-11,2.5677560470084e-07,1.3997005085626e-05,0.00025677560964813,-31083478.270405,504.05219086716,2567756.0470084,8.4430343190891,8.4671232882101,6.433111051835,5.886933464199,5.8337612464905,0,31.083478270405,31083478.270405,31.296797217717,2.6191986905176,0.0012781270936822,2.6851243573704e-06,2.7638407123793e-11,0.19199700040168,1.6583044274276e-06,0.0012905460571043,1.3997005085626e-05,-1.3997005085626e-08,0.0039214044199012,0.93102211141732,9.3102211141732e-14,3390020.3939585,0.47885896365684,1.056793673644e-06,1.056793673644,-2.7638407123793e-11,3349872.1120903,3390020.3939585,14884597.948813,9.5897018662771e-05,38.90733841186,0,-1.3997005085626e-08,2.6989283378115e-08,0.026989283378115,0,349871.92751588,3000000.1845744,-4.475207262284e-11,-0.020404947660595,0.00025677560964813,0.64,2.5491169651925,2567756.0964813,36.609131198203,36433111.051835,38.886933464199,30.599349805344,30.79708138585,0,0,-30599349.805344,-30797081.38585,-36609131.198203,-36433111.051835,0.0019608959947736,-6.9992338770022e-06,76293.244059116,-76293.244059116
15.39488,0,-0.00011122471263263,1.327,31474485.515638,4.23,31474485.515638,15056328.471342,0.47836639348667,4.4404819860486e-05,44.404819860486,6591857435647.1,25.564885371251,3.0002663494641e-07,-9.2304660517153e-06,1.0518164387328e-06,1.3518430736792e-06,-5.6151974507898e-07,-9.7919857967943e-06,-0.0048750637135332,0.0078438047720821,0,0,0,-7.4819860485672e-08,-7.4819860485672e-08,9.3475466407189e-11,3.4912193360566e-07,7.4819860485672e-05,0.00034912194611943,-31474485.515638,934.75466407189,3491219.3360566,10.233202542496,10.267898843809,8.15609460192,8.0118705463441,7.9190793988106,0,31.474485515638,31474485.515638,31.772044222955,2.5496506686446,0.00167289268695,3.6521376623656e-06,3.9279149985891e-11,0.25207397461852,2.3567489991535e-06,0.0016891474030819,7.4819860485672e-05,-7.4819860485672e-08,0.0039214044199012,0.92598762420598,9.2598762420598e-14,3519673.7364815,0.47836639348667,1.0538013705945e-06,1.0538013705945,-3.9279149985891e-11,3461846.5676271,3519673.7364815,15056328.471342,0.00010113721409272,41.033390501697,0,-7.4819860485672e-08,2.4127526852212e-08,0.024127526852212,0,461846.3079914,3000000.2596357,-6.0868961039426e-11,-0.021519955352943,0.00034912194611943,0.64,3.4692417124831,3491219.4611943,38.495411102251,38156094.60192,41.011870546344,30.237015203109,30.62832604456,0,0,-30237015.203109,-30628326.04456,-38495411.102251,-38156094.60192,0.0019608959947736,-1.0087498539917e-05,80462.211086758,-80462.211086758
19.873856,0,-0.00012121886474407,1.327,31954542.622467,4.23,31954542.622467,15266915.603265,0.47777021815805,4.4475408622228e-05,44.475408622228,7010943436845.8,25.537081457759,3.2971812757053e-07,-1.263411493551e-05,1.3021796602248e-06,1.6318977877953e-06,-7.5620217421109e-07,-1.3390317109721e-05,-0.0066026017423194,0.010776605424699,0,0,0,-1.4540862222841e-07,-1.4540862222841e-07,1.4546351372784e-10,4.5979805170892e-07,0.00014540862222841,0.00045979807471863,-31954542.622467,1454.6351372784,4597980.5170892,12.380806164975,12.420320757923,10.22307662383,10.559511458441,10.410901248936,0,31.954542622467,31954542.622467,32.341769745427,2.5308382936598,0.0021385437034283,4.6299613397035e-06,5.0407690118537e-11,0.32338022035978,3.0244614071122e-06,0.0021593229327871,0.00014540862222841,-1.4540862222841e-07,0.0039214044199012,0.92020543071884,9.2020543071884e-14,3662073.5568223,0.47777021815805,1.0503648106825e-06,1.0503648106825,-5.0407690118537e-11,3596215.9019099,3662073.5568223,15266915.603265,0.0001074198171763,43.58236822477,0,-1.4540862222841e-07,2.0831124357282e-08,0.020831124357282,0,596215.56545271,3000000.3364572,-7.7166022328392e-11,-0.022856766328921,0.00045979807471863,0.64,4.5724025872816,4597980.7471863,40.77642758035,40223076.62383,43.559511458441,29.812175374894,30.444786440985,0,0,-29812175.374894,-30444786.440985,-40776427.58035,-40223076.62383,0.0019608959947736,-1.3799047567762e-05,85460.491294699,-85460.491294699
24.873856,0,-0.00013237560247992,1.327,32498663.245671,4.23,32498663.245671,15505271.964188,0.47710557217051,4.4550354806554e-05,44.550354806554,7511313491907,25.50606902432,3.4698560858474e-07,-1.6443033645945e-05,1.5867969721441e-06,1.9337825807288e-06,-9.7372811120955e-07,-1.7416761757154e-05,-0.0085220151747543,0.014066592048378,0,0,0,-2.2035480655373e-07,-2.2035480655373e-07,2.0013187962837e-10,5.8320408442208e-07,0.00022035480655373,0.00058320411876064,-32498663.245671,2001.3187962837,5832040.8442208,14.778253793025,14.81709371175,12.530524222012,13.40125491848,13.182021032386,0,32.498663245671,32498663.245671,32.977205548507,2.5342523068162,0.0026491236547768,5.5729539387383e-06,6.0539303237798e-11,0.40207072353996,3.6323581942679e-06,0.0026748639508176,0.00022035480655373,-2.2035480655373e-07,0.0039214044199012,0.91414020699922,9.1414020699922e-14,3810949.1495628,0.47710557217051,1.0467618126547e-06,1.0467618126547,-6.0539303237798e-11,3746215.9516883,3810949.1495628,15505271.964188,0.00011442769106466,46.425602818756,0,-2.2035480655373e-07,1.7362208548062e-08,0.017362208548062,0,746215.54115087,3000000.4105375,-9.2882565645638e-11,-0.024347900275927,0.00058320411876064,0.64,5.8029136009973,5832041.1876064,43.338532125008,42530524.222012,46.40125491848,29.348503189626,30.255924661244,0,0,-29348503.189626,-30255924.661244,-43338532.125008,-42530524.222012,0.0019608959947736,-1.7947911415251e-05,91035.778622246,-91035.778622246
